cln3-1,cln3-2,clb2-2,clb2-1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification,id
-0.51,-0.18,0,-0.49,0.08,0.06,-0.02,-0.24,0.027787,-0.47,-0.02,0.03,0.21,-0.1,0.1,-0.13,0.08,-0.16,0.05,-0.04,0.49,0.08,-0.08,0.01,0.02,-0.08,-0.57,0.1,-0.48,0.12,0.1,0.31,-0.65,0.29,-0.28,0.3,0.87,0.16,-0.39,0.37,-0.06,-1.1,0.09,0.29,0.18,0.49,-0.53,-0.1,0.29,0.29,0.05,-0.5,0.03,0.03,-0.44,0.54,-0.02,0.030324,-0.18,-0.04,0.11,0.27,0.19,-0.42,-0.15,-0.56,0.14,0.48,0.16,0.02,0.14,0.03,0.09,0.25,0.16,-0.2,-0.15,01.01.09.07.01@01.01.13@01.03.01,2810
0.15,-0.04,0.1,-0.32,-0.08,0.23,0.24,0.09,0.07,0.04,0.03,-0.02,-0.08,0.21,-0.13,0.13,-0.27,0,-0.33,-0.24,0.06,0.04,0.28,-0.43,-0.38,0.39,-0.02,-0.3,-0.16,0.09,-0.18,0.28,0.31,-0.12,-0.35,0.44,0.05678,-0.12,0.05,0.2,-0.15,0.34,0.26,0.03,0.59,-1.04,0.02,0.37,-0.88,-0.74,0.12,0.14,-0.53,-0.27,-0.18,-0.01,0.22,0.59,0.18,0.043893,0.14,0.49,0.33,-0.24,-0.47,-0.02,0.07,0.01,0.07,0.03,0.01,0.32,-0.01,0.45,-0.09,0.09,-0.22,14.10,2811
0.67,-0.18,-0.45,0.15,-0.22,0.03,-0.14,0.36,0.2,0.26,0.14,-0.13,0.09,-0.35,0.78,-0.42,-0.1,-0.34,0.74,0.03,-0.42,-0.5,0.14,-0.26,-0.44,-0.15,0.25,-0.15,0.11,-0.04,0.22,0.01,-0.02,0.03,0.11,0.49,0.33,-0.24,0.29,0,0.76,-0.87,0.47,-0.48,-0.24,-0.33,-0.27,0.36,0.26,-0.13,-0.02,-0.18,-0.4,0.03,-0.24,0.03,-0.1,0.13,0.28,0.19,0.06,0.28,-0.27,-0.27,-0.2,0.13,0.5,0.11,0.18,0,-0.04,0.16,0.18,-0.41,-0.29,-0.14,0.08,20.01.17@20.09,2812
0.08,-0.81,0.01,-0.07,0.3,1,-0.18,-0.47,-0.22,-0.04,0.29,0.18,0.08,-0.02,-0.18,-0.18,-0.18,-0.47,-0.01,-0.1,0.33,-0.12,0.04,-0.1,-0.33,-0.16,0.03,-0.17,-0.33,0.08,0.02,0.25,-0.12,0.08,-0.33,0.16,0.14,-0.19,-0.19,-0.12,0.17,0.04,0.41,-0.02,0.23,0.42,0.49,0.2,-0.4,-0.08,0,-0.42,-0.42,-0.13,-0.22,-0.63,-0.18,0.15,0.32,0.22,0.05,0.54,0.49,0.6,0.09,-0.04,0.03,-0.21,-0.49,-0.18,-0.31,-0.01,0.14,0.08,0.18,-0.14,0.27,01.05@01.06.05@02.13,2813
-0.6,0.01,-0.54,0.38,-0.12,0.18,0.3,0.33,0.14,0.21,0.33,0.22,0,0.26,-0.2,-0.17,-0.4,-0.3,-0.34,-0.14,0.11,-0.4,1.45,0.32,-0.41,0.3,0,0.57,-0.18,0.29,-0.54,0.28,-0.56,0.04,-0.94,0.35,-0.2,0.68,-0.15,0.56,-0.89,-0.96,-0.46,0.11,0.22,0.13,1.02,1.15,0.55,0.2,-0.49,-0.93,-1.12,-1.09,-0.85,0.16,0.16,0.36,0.28,0.043893,0.2,0.32,0.07,-1.18,-0.34,0.58,0.7,1.18,0.47,-0.14,-0.34,-0.52,-0.01,-0.31,-0.6,-0.09,0.6,01.04@01.05@32.01.03,2814
-0.84,-0.51,0.23,0,0.3,-0.15,-0.37,0.01,-0.66,0.05,-0.44,-0.15,0.13,0.31,0.08,-0.04,0.11,-0.15,0.22,0.35,0.17,0.22,-0.11,0.15,0.21,0.07,0.28,0.11,0.3,0.09,0.19,0.09,-0.33,0.09,-0.02,-0.06,0.21,-0.41,0.02,0.24,-0.63,-0.28,0.08,-0.08,-0.26,0.05,-0.68,-0.09,0.13,-0.03,0.23,-0.7,-0.21,-0.18,-0.36,1.23,0.13,0.06,-0.48,0.04,0.27,0.57,0.06,-1.09,0.45,0.09,0.48,0.26,0.48,0.3,0.29,-0.05,-0.02,0.18,-0.44,-0.41,-0.5,12.01.01,2815
-0.34,-0.43,-0.54,0.18,0.07,-0.09,0.45,0.22,0.06,-0.44,-0.04,-0.3,-0.04,0.24,0.05,0.22,-0.15,0,0,-0.07,-0.1,-0.09,-0.42,-0.87,-0.53,-0.32,0.004272,-0.02,0.04498,0,-0.050426,0.2,1.08,0.15,-0.063761,-0.27,0.05678,-0.04,-0.00603,0.08,0.059308,0.014616,0.154279,0.47,0.28,0.21,0.09,0.35,0.03,-0.19,-0.19,-0.45,-0.11,0.28,0.16,0.35,0.03,0,-0.16,-0.07,-0.13,0.067631,0.074214,-0.23,-0.65,-0.12,-0.26,-0.23,0.17,-0.01,0.29,0.18,0.2,0.12,0.14,0.24,0.17,14.13,2816
0.52,1.15,-0.29,0.8,-0.36,0.69,0.22,-0.55,-1.01,0.58,0.66,0.74,0.27,-0.21,-0.08,-0.21,-0.49,-0.53,-0.1,0.53,-0.16,0,-0.5,-0.75,-0.29,0.92,0.74,-0.54,-1.36,-1.46,-0.64,0.03,0.51,0.76,1.08,0.77,0.74,-0.37,0.02,-0.77,-0.52,0.02,0.53,0.51,0.37,0.22,-1,-0.82,-0.26,0.24,0.47,-0.14,0.05,-0.03,-0.44,0.75,0.33,0.06,0.014137,0.01,0.1,0.24,0.44,-0.98,1.49,0.08,0.52,-0.36,-0.54,-0.62,-0.32,-0.09,0.33,-0.05,0.04,0.32,0.18,01.01.06.05.01,2817
-0.22,0.08,0.2,-0.74,-0.06,0.01,0.14,0.19,-0.1,0.18,-0.13,0.1,0.09,-0.4,0.29,0.09,0.02,-0.18,-0.03,0.01,-0.007216,-0.21,-0.46,-0.35,-0.17,0.39,0.004272,-0.41,0.04498,-0.39,-0.050426,-0.03,-0.074012,0.23,-0.063761,0.05,0.05678,-0.08,-0.00603,0.03,0.059308,0.21,0.154279,0.23,0.35,0.39,-0.26,-0.03,-0.24,-0.09,-0.05,-0.2,-0.32,-0.17,-0.22,0.36,0.15,0.33,0.2,0.043893,0.07,0.35,0.11,0.34,0.09,0.11,-0.17,-0.23,-0.1,-0.03,-0.07,-0.14,-0.07,0.09,0.09,0,0.1,14.07.11@14.13.01.01,2818
2.17,0.12,-0.42,-0.49,-0.57,0.42,1.03,1.35,0.64,0.42,-0.4,-0.9,-0.73,-0.47,0.2,0.78,0.28,-0.05,-0.11,-0.13,-0.87,-0.9,-0.9,0.26,0.73,0.07,-0.05,-0.51,-0.75,-1.19,-0.66,0.49,1.02,1.34,1.09,0.51,0.52,-0.07,-0.2,-0.66,-0.8,-0.98,0.36,0.05,0.17,0.18,-0.87,0.18,0.68,0.45,0.04,-0.28,-0.51,-0.42,-0.38,0.43,0.56,0.58,0.33,0.043893,-0.11,-0.13,-0.57,-1.51,-0.65,0.4,-0.4,0.01,0.52,0.46,0.66,0.19,0.19,0.18,-0.19,-0.01,0.16,10.01.05.01@10.01.05.03.01@10.01.05.03.03@10.03.02@32.01.09@34.11.03.07@41.01.01@42.10.03,2819
-0.89,-1.15,-0.23,0.03,-0.03,-0.11,-0.02,0.03,-0.05,0.16,-0.31,0.03,0.2,-0.27,0.25,0.04,0.06,-0.03,-0.03,0.3,-0.22,-0.02,0.97,1,1.13,0.02,-0.22,-0.41,-0.27,-0.12,0.02,-0.1,-0.22,-0.15,-0.07,0.08,-0.51,-0.22,-0.53,-0.44,0.57,-0.02,0.2,-0.24,-0.19,-0.28,0.55,0.87,0.79,1.3,0.55,0.34,-0.05,0.13,-0.33,-0.45,-0.91,-0.33,-0.11,-0.33,-0.52,-0.27,-1.21,-0.06,0.23,0.45,0.55,0.06,0.04,0.06,-0.24,-0.24,-0.09,-0.17,-0.51,-0.14,0.06,01.05.03.03.04@18.02.01.01@40.01@42.04@43.01.03.05@43.01.03.09,2820
-1.47,-0.29,-0.43,-0.6,-0.38,0.09,0.17,0.13,-0.11,-0.05,-0.33,0.07,0.02,-0.19,0.32,0.17,0.05,-0.05,0.07,0.27,-0.22,-0.03,0.05,0.26,0.15,-0.22,-0.5,-0.16,-0.05,-0.13,0.05,0.08,0.08,-0.09,0.12,0.26,-0.22,-0.23,-0.22,-0.46,0.54,0.54,-0.04,0.13,0.08,-0.02,0.62,0.47,0.54,0.64,0.37,-0.04,-0.13,-0.03,-0.34,-0.32,-0.46,-0.16,-0.03,-0.06,-0.62,-0.23,-0.19,0.81,0.03,0.16,0.12,-0.05,0.13,0.06,-0.19,-0.42,-0.38,0.07,-0.19,-0.13,-0.03,14.07.05@14.13.01,2821
1.19,0.61,-0.23,0.1,0.19,-0.14,0.11,0.31,0.37,0.21,0.38,-0.03,0.11,0,-0.2,-0.14,-0.22,-0.29,-0.2,0.013071,-0.25,-0.2,0.08,-0.63,-1.06,-0.25,-0.86,-0.25,-0.8,-0.52,-0.74,-0.43,-0.92,-0.68,-0.86,-0.38,-0.25,0.77,-0.47,1.13,0.83,0.57,1.33,1.55,1.35,1.5,2.1,0.82,0.54,0.72,-0.21,-0.57,-0.57,-0.05,-0.51,-0.35,-0.21,-0.59,-0.19,-0.41,0.09,-0.45,-0.15,1.01,0.05,0.22,0.27,-0.23,-0.66,-0.85,-0.25,0.1,-0.06,-0.28,-0.07,0.4,0.36,14.01@14.04@16.01@20.09.05@32.01.07,2822
-0.06,-0.64,-0.79,-0.54,-0.02,0.49,0.01,0.14,-0.38,0.1,0.03,-0.11,-0.01,-0.16,0.09,-0.26,0.38,-0.38,-0.01,0.12,0.1,-0.13,0.46,0.47,0.36,-0.68,-0.03,0.33,-0.01,0.33,-0.16,0.46,-0.24,0.16,-0.58,0.1,-0.13,0.16,-0.79,0.32,-0.3,-0.65,-0.28,0.35,0.05,0.3,-0.6,0.31,-0.01,-0.46,0.14,0.02,0.08,0.16,-0.03,0.09,-0.18,-0.07,0.12,0.03,0.043775,0.28,0.11,-0.24,-0.31,-0.1,-0.52,0.12,0.33,-0.28,0.26,0.06,0.14,0.23,0.03,0.28,0.01,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,2823
-0.14,0.03,-0.74,-0.45,-0.22,0.02,-0.25,0.29,-0.03,0.38,-0.03,0.1,-0.16,-0.08,-0.22,0.07,-0.13,0.11,-0.27,0.11,0.21,0.07,0.42,0.49,0.43,0.42,0.1,0.24,-0.22,0.17,-0.48,0.29,-0.09,0.13,-0.66,0.22,0,0.36,-0.42,0.15,-0.29,-0.76,-0.4,0.04,-0.09,-0.06,0.04,0.59,0.51,0.04,0.43,0.15,0.04,-0.01,0.25,-1.66,-0.2,-0.14,0.34,0.43,-0.57,-0.34,0.1,0.36,-0.01,-0.03,-0.1,0.26,0.28,-0.17,-0.15,0.04,-0.2,0.06,-0.15,-0.15,-0.03,11.02.03.01@11.02.03.04@34.07.01@43.01.03.05,2824
0.29,-0.3,-0.36,0.39,-0.47,0.33,0.12,0.12,-0.15,0.47,-0.11,-0.07,0.13,0.23,-0.13,-0.13,-0.03,-0.2,-0.07,0.1,-0.05,-0.09,-0.67,-0.87,-0.56,-0.02,0.45,-0.42,0.12,-0.45,0.19,-0.37,0.17,0.05,0.43,0.26,1.04,-0.34,0.06,-0.1,0.78,0.14,0.73,-0.38,-0.14,-0.09,0.79,0.13,-0.34,-0.56,0.37,0.07,-0.76,-0.21,-0.32,-0.14,-0.34,0.24,0.27,0.32,-0.05,0.36,0.15,0.1,0.3,-0.05,-0.45,-0.51,-0.29,0,0.14,0.12,-0.17,0.01,0.29,0.14,0.37,20.01.07@20.09.13,2825
-0.00031,0.58,-0.18,-0.23,-0.15,-0.2,-0.42,-0.09,-0.29,0.1,0,0.4,0.29,-0.35,0.11,-0.03,0,-0.06,0.24,0.31,0.11,0.04,-0.19,-0.31,-0.1,0.52,0.62,0.39,0.15,0.02,-0.57,-0.19,-0.25,0.08,-0.02,0.13,-0.44,0.36,-0.25,0.38,0.31,-0.15,-0.31,-0.02,-0.15,-0.01,-0.47,-0.34,-0.07,0.38,0.34,0.16,0.24,0.23,-0.37,0.23,-0.47,-0.12,0.12,0.043893,-0.24,0.25,0.11,0.1,-0.82,0.12,0.09,-0.06,0.08,0.36,0.11,0.16,-0.1,-0.02,0.08,-0.1,-0.02,01.05.25@10.01.09.05@11.02.03.04@14.04@16.01@20.01.10,2826
0.19,-0.03,-0.3,0.08,0.07,-0.13,-0.18,0.01,-0.08,-0.13,0.14,-0.1,0,0.03,-0.11,-0.02,0.06,-0.16,-0.23,-0.08,0.04,0.9,-0.19,-0.12,-0.36,0.62,0.14,-0.44,0.29,0.09,-0.18,0,0.24,-0.12,-0.19,0.15,0.22,-0.03,-0.00603,-0.03,0.01,0.32,0.36,-0.31,-0.05,-0.42,0.04,0.02,-0.49,0.01,0.11,-0.06,0.18,0.4,-0.02,-0.42,-0.28,-0.04,0.25,0.043893,-0.28,0.31,0.27,0.18,-0.15,-0.02,-0.1,0.02,0.18,-0.25,0.09,0.13,0.28,0.07,0.02,-0.66,0.23,01.04@10.03.01@14.07.03,2827
-0.25,-0.54,-0.54,-0.06,0.11,-0.64,-0.67,0.43,-0.03,0.11,0.23,0.23,0.11,0.06,-0.22,0.22,0.32,-0.16,-0.51,-0.03,0.28,0.14,0.75,0.85,0.29,0.05,-0.15,0.02,-0.34,-0.15,-0.58,-0.29,0.1,0.34,-0.63,0.02,-0.15,0.29,-0.00603,0.07,0,0.15,-0.06,0,-0.21,-0.36,0.01,0.3,0.19,0.24,0.12,-0.23,0.52,0.63,0.07,-0.18,-0.06,-0.3,-0.15,-0.35,0.043775,-0.39,-0.42,-0.28,-0.21,-0.07,0.77,1.02,0.67,0.19,-0.24,-0.26,-0.08,0,-0.78,-0.63,-0.1,11.04.01@11.06.01@16.03.03,2828
0.21,-0.47,-0.51,-0.07,0.03,-0.2,-0.2,0.39,-0.32,-0.06,0.16,-0.06,0.03,0.14,-0.19,-0.05,0.03,-0.03,-0.13,0.18,0.02,0.27,0.29,0.27,0.2,0.07,0.38,-0.15,-0.06,-0.06,-0.27,-0.22,0.12,-0.12,-0.12,-0.24,0.37,0.05,-0.00603,-0.29,0.34,0.2,0.16,-0.15,-0.29,-0.48,-0.54,0.14,-0.03,0.14,0.37,0.34,0.24,0.3,0.08,-0.48,-0.36,-0.26,0.51,0.22,-0.67,0.067631,0.074214,-0.5,-0.33,-0.22,0.15,-0.02,0.27,-0.05,0.11,0.22,0.19,-0.14,0.2,0.05,0.08,01.04@01.05.02.04@01.05.02.07@02.01@10.01.03@11@14.07.03,2829
0.26,0.03,-0.2,-0.32,1.17,-0.44,-0.12,-0.29,0.05,-0.01,0.47,0.13,0.06,0,-0.29,-0.26,-0.18,-0.32,0,0.09,0.09,-0.15,0.05,0.44,0.56,-0.16,0.63,-0.76,0.51,-0.24,0.27,-0.27,-0.22,0.140502,0.34,-0.16,0.65,-0.31,-0.00603,-0.16,0.059308,-0.08,0.24,-0.7,-0.29,-0.33,-0.22,-0.39,-0.59,-0.29,0.25,0.25,0.24,0.02,-0.1,-0.37,-0.25,-0.04,0.2,0.4,0.043775,0.5,0.37,0.4,0.22,-0.14,0.43,0.35,0.15,0.14,-0.09,-0.17,-0.3,-0.04,-0.53,-0.11,-0.32,11.02.03.04,2830
0.16,-0.07,-0.36,0.04,0.27,-0.19,-0.03,-0.07,0.39,-0.24,0.29,-0.04,0.08,-0.03,0.08,-0.12,0,-0.26,0.21,-0.09,-0.07,-0.16,-0.13,-0.19,-0.36,0.31,0.65,-0.36,0.6,-0.25,0.03,-0.13,-0.4,0.59,-0.25,-0.06,0.06,-0.34,-0.00603,-0.06,1,-0.23,0.154279,-0.26,-0.08,-0.14,0.11,0.39,0.07,-0.05,0.45,0.37,0.14,0.13,-0.34,0.06,-0.49,-0.5,-0.2,-0.17,0.043775,-0.1,0.12,-0.18,-0.09,-0.14,-0.04,0.12,-0.06,-0.2,-0.18,0.15,0.03,-0.22,0.36,0.61,-0.16,43.01.03.09,2831
-0.23,0.07,-0.25,0.48,0.22,0.12,0.01,0.19,-0.03,-0.16,0.28,0.04,0.21,-0.14,0.02,-0.12,-0.06,-0.38,0.02,-0.06,0.04,-0.21,0.39,0.3,0.11,0.29,-0.62,0.13,-0.29,0.08,-0.89,0.13,-0.35,-0.07,-0.59,0.26,0.06,0.26,-0.00603,0.16,-0.69,0.35,-0.02,0.45,0.16,0.38,-0.73,0,-0.05,0.07,-0.03,-0.5,0.08,-0.08,-0.22,0.47,0.11,0.14,0.014137,0.17,0.21,0.35,0.02,0.63,-0.01,0.06,0.1,-0.12,-0.17,0.15,-0.11,-0.2,-0.28,0.1,-0.09,-0.06,0.01,01.04@01.05.25@02.19@10.03.01.03@10.03.02@11.02.03.01.07@11.04.01@12.07@14.07.03@32.01.05@34.11.09@40.01@43.01.03.05,2832
0.08,0.15,0.03,0.19,-0.32,0.33,0.12,-0.03,-0.31,0.38,0,0.09,-0.09,0.21,-0.11,0.05,-0.06,-0.2,0.03,0.13,-0.13,-0.09,-1.27,-1.72,-1.46,0.22,0.39,-0.49,0.22,-0.44,0.18,-0.19,0.37,0.02,0.65,-0.01,1.15,-0.15,0.33,-0.01,1.06,0.41,1.02,-0.01,-0.16,-0.09,0.15,-0.54,-1.06,-0.59,-0.01,0,-0.52,-0.16,-0.23,0.27,0.44,0.55,0.65,0.043893,0.31,0.5,0.25,0.59,-0.12,-0.15,-0.54,-0.46,-0.33,0.05,0.08,0.07,-0.04,0.06,0.22,0.24,0.34,01.07.01@02.13@14.10,2833
-0.09,-0.09,0.1,0.33,-0.42,0.47,-0.25,0.42,-0.58,0.71,-0.37,0.38,-0.11,0.35,-0.12,-0.19,-0.2,0.09,-0.33,0.03,-0.01,0.12,-0.52,-0.12,-0.32,-0.02,-0.02,-0.63,0.26,-0.35,-0.63,-0.34,0.28,-0.3,0.24,-0.22,0.45,-0.25,0.23,0.03,0.38,0.73,0.71,0.27,0.01,0.14,0.53,-0.32,0.08,-0.58,0.02,-0.24,-0.86,-0.19,0.29,-0.16,0.25,0.42,0.36,0.04,-0.26,0.36,0.27,0.95,0.27,0.16,-0.4,-0.32,-0.31,-0.03,-0.14,-0.24,-0.23,0.12,-0.06,0.12,0.11,14.13.01.01@16.01@20.09.13@32.01,2834
0.49,0.65,-0.27,0.38,0.02,-0.44,-0.01,0.41,0.25,0.05,0.12,-0.05,-0.18,-0.05,-0.01,0.26,0.18,-0.1,-0.22,-0.15,0.08,-0.15,0.49,0.74,0.99,0.0015,-0.84,-0.067911,-0.24,-0.006114,-0.65,0.02695,-0.07,0.140502,-0.19,0.064247,0.03,-0.069326,-0.00603,-0.19,-0.84,-0.19,-0.11,0.44,0.22,0.39,-0.34,-0.04,0.61,0.57,0.38,0.01,0,-0.01,-0.29,-0.07,0.24,0.25,0.03,0.043893,-0.29,-0.59,-0.46,0.17,-0.44,-0.19,0.58,0.68,0.47,0.2,-0.12,-0.19,-0.05,0.24,-0.72,-0.55,-0.07,16.01@16.07@30.01.05.05.01@34.11.03.07@42.04.03@43.01.03.05,2835
-2,-2.94,0.24,0.46,0.41,1.47,1.8,0.81,0.03,-0.31,-0.18,-0.45,-0.25,-0.31,-0.25,-0.35,-0.19,-0.48,-0.55,-0.48,-0.19,-0.52,-0.06,0.22,-0.42,-0.6,0.13,-0.3,0.43,0.17,0.79,0.46,0.41,-0.45,0.22,-0.52,-0.21,-0.94,0.27,-0.61,0.27,0.01,0.98,-0.06,-0.21,0.03,3.01,1.71,0.49,0.19,-0.89,-0.74,-0.71,0.19,0.47,0.3,-0.06,-0.48,-0.61,-0.99,-1.33,-0.53,-0.01,4.09,1.67,0.59,0.12,-0.27,-0.6,-0.6,-0.98,-0.78,-1.03,-1.17,-0.67,-0.22,-0.14,42.01,2836
0.15,0.11,-0.47,0.16,0.21,-0.25,-0.04,-0.09,-0.06,-0.19,-0.01,-0.03,-0.04,-0.03,0.02,0.24,0.23,0.06,0.06,-0.11,0.15,-0.11,0.32,0.01,-0.24,-0.08,-0.13,0.29,-0.06,0.47,-0.14,0.73,-0.08,0.66,-0.24,0.17,-1.33,0.14,-0.67,0.27,-0.67,0.01,-0.5,0.53,0.36,0.18,-0.32,0.46,0.19,-0.3,0.02,-0.17,-0.52,-0.24,-0.1,0.1,0.36,0.47,0.53,0.043893,-0.29,0,-0.17,-0.25,0.15,-0.3,0.17,0.09,0.15,0.2,-0.02,-0.12,-0.18,-0.02,0.12,-0.14,0.15,02.13@14.10@20.01.10@20.09.04,2837
0.33,-0.67,-0.38,-0.06,0.03,0.24,-0.13,0.24,0.35,-0.15,0.27,-0.47,-0.22,0.08,0.25,0.08,0.03,-0.35,0.76,-0.51,-0.21,-0.3,-0.079801,0.27,-0.15,-0.03,-0.13,-0.11,-0.11,0.07,0.04,0.25,-0.06,0.1,0.05,0.16,-0.49,-0.3,-0.22,-0.36,0.2,0.1,0.28,0.32,0.08,0.04,-0.69,0.27,-0.08,-0.47,0.17,0.1,-0.24,0,0.02,0.01,0.11,0.29,0.37,0.043893,-0.05,0.18,-0.01,0.7,-0.32,0.23,0.18,0.4,0.22,0.18,-0.09,-0.2,-0.17,-0.09,-0.65,-1.13,0.73,10.03.01@18.02.01.01.01@30.01.05.05.01@42.01@42.04.03@42.04.05@42.29@43.01.03.05,2838
0.08,-0.03,-0.56,0.18,0.15,-0.08,-0.14,-0.13,-0.06,0.22,0.34,-0.18,0.05,-0.13,-0.18,0.11,0.11,-0.16,0.09,-0.05,0.08,-0.03,-0.079801,-0.001349,-0.028098,0.0015,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,-0.074012,0.140502,-0.063761,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,-0.59,-0.21,-0.42,-0.2,-0.01,0.04,0.15,0.14,-0.04,-0.39,-0.18,0.18,0.22,0.57,0.043775,0.47,0.28,0.05,0.09,-0.02,-0.08,0.06,0.05,-0.12,-0.05,-0.08,0.12,0.15,0.12,-0.33,0.03,20.01.10@20.09.07.03@20.09.07.05@20.09.07.29,2839
0.26,-0.84,-0.12,0.1,0.2,0.12,-0.07,-0.09,0.15,0.01,-0.3,0.03,0.35,-0.39,0.51,-0.1,-0.14,-0.1,0.08,0.25,-0.44,-0.06,0.05,0.09,-0.2,0.74,0.28,-0.18,-0.15,-0.17,-0.25,-0.14,-0.25,0.32,0.09,0.06,0.45,-0.31,0.15,-0.25,0.45,-0.06,0.1,-0.31,0.03,-0.54,-0.28,0.35,-0.19,-0.3,0.31,0.25,-0.05,-0.13,-0.08,-0.41,-0.21,0.15,0.27,0.3,0.17,0.21,-0.35,-0.44,-0.23,0.04,-0.06,-0.06,0.1,0.21,0.14,0.09,0.13,-0.14,-0.14,0.22,0.13,20.01.09@20.01.10@20.01.13@20.03.22,2840
0.12,0.79,-0.3,-0.32,-0.64,0,0.48,0.4,0.21,0.3,-0.36,-0.05,0.03,-0.18,0.09,0.12,0.25,0.02,-0.28,0.06,-0.3,-0.14,-0.53,-0.15,0.16,-0.06,-0.03,-0.89,-0.12,-0.17,-0.09,-0.42,0.39,0.8,0.65,0.28,0.31,-0.46,0.07,-0.5,-0.03,0.09,0.7,0.17,-0.38,0.22,-0.35,-0.32,1.03,0.68,-0.09,-0.5,-0.62,-1.06,-0.75,-0.09,0.78,0.99,0.58,0.22,-0.12,-0.15,-0.22,-0.54,-0.75,-0.31,-0.12,-0.04,-0.12,0.3,0.77,0.17,0.2,0.52,0.06,-0.03,-0.11,01.03.01@01.04@40.01,2841
0.1,-0.07,0.24,0.4,0.2,-0.03,0,0.24,0.08,0.09,0.1,-0.1,-0.17,0.16,-0.21,0.09,-0.34,-0.04,-0.12,0.12,-0.02,-0.05,-0.02,0.02,-0.19,0.11,-0.04,0.17,0.2,0.17,-0.98,0.2,-0.07,0.01,-0.02,0.45,-0.16,0.11,-0.36,-0.1,0.26,-0.1,0.17,-0.12,0.25,0.04,-0.7,0.72,0.1,-0.33,0.05,-0.44,0.02,0.2,0.09,0.27,0.03,0.02,-0.34,0.13,0.043775,0.2,-0.04,0.29,0.03,0.09,-0.08,-0.22,-0.24,-0.39,0.14,0.03,0.28,-0.31,0.22,-0.22,0.37,11.04.03.01@16.19.03,2842
0.16,-0.22,-0.09,0.04,0.09,-0.09,0.38,0.45,0.37,-0.11,0.06,-0.02,-0.09,-0.21,-0.02,-0.14,0.17,-0.04,-0.02,-0.39,0.06,-0.43,0,0.04,0.34,0.13,0.32,-0.02,-0.02,-0.14,0.16,0.05,-0.17,0.29,0.2,-0.04,-0.23,-0.3,0.23,-0.12,0.11,-0.35,0.2,-0.37,-0.12,-0.17,-0.45,-0.19,0.52,0.85,-0.19,-0.28,-0.33,-0.11,-0.13,-0.08,0.14,-0.03,0,0.04,0.043775,0.14,0.1,-0.18,-0.43,0.17,0.57,0.56,0.47,0.38,0.08,-0.04,-0.33,-0.1,-0.27,-0.53,-0.35,14.07@20.01.15@32.01.01@32.07,2843
0.07,-0.42,-0.18,-0.1,0.1,-0.25,0.12,-0.13,0.16,-0.14,0.12,-0.01,0.08,-0.1,0.27,-0.06,-0.11,-0.24,0.09,0.04,0.16,-0.1,0.18,0.19,0.24,-0.09,0.18,0.12,0.21,-0.11,0.03,-0.13,-0.44,0.26,0.26,-0.16,0.18,-0.47,-0.00603,-0.25,0.059308,0.4,0.154279,-0.11,-0.13,-0.34,0.32,0.1,0.26,-0.04,0.11,0.08,0.17,0.26,-0.14,-0.07,-0.46,-0.47,0.17,-0.13,0.043775,-0.1,-0.06,0.08,-0.05,-0.02,0.01,0.06,-0.05,-0.09,-0.05,0.13,-0.05,-0.11,0.16,0.14,-0.15,10.01.02@10.01.05.01@11.04@12.07@42.01,2844
-0.01,0.59,-0.09,0.11,0.21,-0.23,0.1,-0.12,0.02,-0.26,0.22,0.01,0.12,-0.2,0.17,-0.04,-0.02,-0.05,0.25,-0.06,0.23,-0.35,-0.26,-0.48,-0.33,-0.1,0.38,0.13,0.3,0.03,0.19,-0.02,0,0.05,0.18,-0.13,-0.23,-0.04,-0.46,0.16,0.62,-0.23,0.32,-0.09,-0.02,0.03,-0.24,-0.14,0.21,-0.04,-0.22,-0.56,-0.13,0.14,0.02,0.48,0.37,-0.05,0.14,0.043893,0.11,-0.01,-0.07,-0.05,0.09,-0.11,0.27,-0.09,-0.35,0.01,0.29,0.07,-0.17,-0.46,0.28,0.09,0.13,02.01@02.08,2845
