cln3-1,cln3-2,clb2-2,clb2-1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification,id
0.1,-0.74,-1.06,-0.18,0.17,0.23,0.19,-0.04,-0.17,0.1,0.04,0.05,0.02,-0.13,-0.22,-0.06,0.2,-0.45,?,0.02,0.08,-0.03,-0.19,0.47,0.34,0.06,0.09,0.16,-0.04,0.2,-0.13,-0.2,-0.5,0.4,-0.05,-0.05,-0.08,0.01,0.29,-0.07,0.42,0.07,-0.07,-0.31,-0.35,-0.46,1.18,0.86,0.63,-0.12,0.07,-0.21,0.05,0.32,-0.15,-0.62,-0.66,-0.38,-0.55,-0.23,-0.1,-0.07,-0.02,0.29,0.19,0.39,0.23,0.54,0.09,0.14,-0.24,-0.38,-0.64,0.13,-0.42,-0.28,-0.03,14.07.05@14.10@14.13.01.01@16.01,1491
0.32,-0.6,0.0,-0.07,1.2,1.26,0.13,0.12,-0.15,0.28,-0.01,-0.08,-0.2,0.15,-0.43,-0.43,-0.05,-0.12,-0.29,-0.59,-0.41,-0.37,-0.57,-0.44,-0.57,-0.14,0.3,-0.19,0.12,-0.33,-0.04,-0.35,1.34,0.77,0.43,?,0.72,-0.51,0.49,-0.33,?,-0.16,0.98,-0.93,-0.01,-0.57,0.08,0.0,0.01,-0.27,-0.2,-0.31,-0.25,0.18,0.13,0.15,-0.11,-0.32,0.1,?,0.21,0.05,0.54,1.46,0.64,-0.12,0.4,0.43,-0.09,-0.28,-0.23,-0.64,-0.46,-0.12,-0.3,-0.49,-0.18,01.05.25@02.01.03@11.02.03.04,1492
-0.01,-0.54,-0.36,0.11,-0.22,0.53,-0.14,0.27,-0.08,-0.11,0.08,0.0,-0.11,0.07,0.03,-0.33,-0.31,-0.19,0.31,-0.05,-0.06,0.3,-0.13,0.04,0.13,0.57,0.01,?,0.44,?,-0.18,0.11,-0.05,0.25,-0.38,0.35,-0.13,-0.51,-0.07,0.02,0.11,0.2,-0.27,-0.18,-0.12,-0.18,-0.7,-0.27,-0.66,-0.48,0.15,0.21,0.32,0.34,0.15,0.52,-0.32,-0.1,-0.13,0.27,?,0.39,0.3,-0.73,0.38,-0.32,-0.16,-0.26,-0.24,-0.18,0.41,0.36,0.43,-0.2,0.24,0.07,0.18,10.01.03.05@10.01.05.01@16.03.01,1493
0.68,-0.04,0.18,-0.27,0.58,0.79,1.17,0.14,0.33,-0.3,-0.11,-0.64,-0.29,-0.3,0.04,-0.18,-0.15,-0.38,-0.18,-0.29,-0.08,-0.15,0.24,0.24,0.14,-0.07,0.04,-0.56,0.01,-0.05,-0.17,0.14,-0.03,0.09,-0.05,0.08,0.16,-0.86,0.09,-0.23,0.09,-0.13,0.14,0.08,0.53,0.08,1.26,0.28,-1.02,-0.79,-0.9,-0.79,-0.62,-0.41,-0.47,0.61,0.48,0.49,0.56,0.25,-0.02,0.52,0.56,0.4,-0.25,-0.47,-0.4,-0.54,-0.54,-0.4,0.05,0.66,0.29,-0.27,0.78,0.32,0.36,01.03@01.04@01.05.02.07@02.01,1494
0.16,-1.25,0.14,0.0,-0.08,0.2,0.25,-0.08,0.1,-0.08,0.13,0.28,-0.17,-0.04,-0.39,-0.13,-0.19,-0.41,-0.17,-0.15,0.01,0.93,-0.51,0.42,0.03,?,?,-0.17,?,?,?,-0.25,0.06,?,0.18,?,0.64,-0.66,0.99,-0.13,0.9,0.54,?,-1.36,-0.19,-0.48,-0.83,?,-0.73,-0.39,-0.55,-1.32,-1.32,-0.39,0.57,0.17,0.45,-0.06,1.19,0.61,0.75,0.36,1.51,-1.86,-0.13,0.11,0.03,-0.33,-0.36,0.09,0.6,0.63,0.23,-0.02,0.24,0.43,0.36,20.01.07@20.09.18,1495
0.42,?,-1.06,-0.1,0.49,0.17,-0.58,-0.06,-0.28,0.09,0.0,0.03,-0.1,0.32,-0.24,0.14,0.4,-0.37,-0.16,-0.08,0.12,0.1,0.45,0.66,0.26,0.26,-0.48,-0.66,-0.45,0.18,-0.78,0.23,0.0,0.25,-0.29,0.83,-0.24,0.25,-1.26,0.0,-0.33,0.41,-0.16,0.42,0.28,0.2,0.37,0.49,-0.13,-0.1,-0.21,0.08,0.0,0.09,0.28,-0.55,-0.17,-0.01,-0.2,?,-0.13,-0.05,0.24,0.61,0.19,0.07,-0.09,0.18,0.0,-0.12,0.2,-0.31,-0.05,0.14,-0.27,-0.42,-0.12,01.03.10@30.01.09.07,1496
0.66,-0.4,-0.45,-0.25,0.05,-0.04,-0.02,-0.02,0.06,-0.04,0.11,-0.15,0.17,-0.14,0.03,-0.04,-0.06,-0.2,0.01,0.21,0.01,0.06,?,0.57,0.2,0.09,0.7,-0.34,?,-0.59,?,-0.22,0.57,?,0.2,?,?,-0.59,?,0.0,?,?,?,-0.34,-0.11,-0.15,0.53,0.2,0.23,0.17,-0.19,-0.02,0.17,0.17,-0.24,-0.56,-0.19,0.04,-0.01,-0.21,-0.09,?,?,0.02,-0.12,0.11,-0.05,-0.14,-0.12,0.2,-0.05,0.13,0.14,-0.1,0.1,-0.1,-0.02,01.06.10@11.02.03.04.01@16.03.01@42.19,1497
0.23,-0.71,0.04,-0.56,0.29,-0.09,-0.19,-0.06,-0.19,-0.04,0.01,0.1,0.19,-0.19,0.23,-0.22,0.18,-0.24,0.38,-0.01,-0.13,-0.04,0.67,0.42,0.04,-0.19,0.01,-0.28,0.1,-0.07,0.24,-0.08,-0.03,0.09,-0.22,-0.17,0.08,-0.2,0.04,-0.26,0.59,-0.34,0.58,-0.35,-0.5,-0.2,-0.44,-0.43,0.04,-0.24,0.16,-1.0,-0.54,-0.55,-0.43,1.8,0.75,?,-0.34,0.34,0.14,0.18,0.54,-0.13,-0.29,0.06,-0.04,0.41,0.39,0.35,0.48,0.03,-0.02,-0.05,-0.32,-0.45,-0.4,12.01.01,1498
0.14,0.03,-0.54,0.31,-0.83,-0.46,-0.43,?,0.2,0.2,0.4,0.25,-0.16,-0.14,-0.46,0.09,0.12,0.2,0.15,0.15,0.23,0.48,0.1,0.21,-0.08,-0.08,0.03,-0.48,?,-0.61,-0.08,-0.54,0.72,?,-0.3,?,0.35,-0.21,?,-0.73,0.7,0.3,0.89,0.12,-0.08,-0.24,-0.41,-0.9,0.16,0.55,0.49,0.56,0.2,0.06,-0.26,-0.5,-0.38,0.19,0.38,0.25,?,-0.16,-0.23,0.06,-0.51,-0.36,-0.72,-0.22,0.31,-0.02,0.44,0.4,0.39,0.35,0.2,-0.12,-0.22,10.03.01.01.09@10.03.03@11.02.03.01@11.02.03.04.01,1499
0.08,-0.36,0.74,-0.06,0.03,0.17,0.3,0.24,0.12,0.06,0.14,-0.29,-0.34,-0.36,-0.12,-0.09,0.26,-0.12,0.15,-0.08,-0.04,-0.01,0.15,0.36,0.04,-0.1,-0.13,-0.16,0.25,-0.21,0.05,0.02,0.14,-0.1,-0.16,-0.29,0.41,-0.24,0.1,-0.22,0.1,0.07,0.52,0.23,-0.24,-0.62,-0.59,-0.42,-0.21,-0.41,-0.09,-0.32,-0.22,-0.08,-0.11,1.23,0.5,?,-0.14,0.13,-0.04,0.45,0.32,-0.25,-0.31,-0.4,0.43,0.47,0.55,0.06,0.29,-0.03,-0.13,0.02,-0.02,-0.62,-0.07,01.01.03.02.01@01.02@02.10@16.21.07,1500
0.2,-0.84,?,-0.56,0.0,0.0,0.01,0.04,0.26,0.13,0.12,0.09,0.02,-0.24,-0.02,-0.26,-0.06,-0.11,0.13,-0.02,0.24,-0.34,0.31,0.2,0.15,-0.21,?,-0.27,?,0.04,?,0.06,?,0.2,?,0.06,?,-0.19,?,-0.15,?,?,?,-0.03,0.01,-0.19,0.12,0.32,-0.22,0.02,-2.1,-0.88,0.02,0.02,?,1.36,0.78,0.22,0.02,0.32,?,?,?,0.6,0.35,0.11,0.34,-0.35,-0.13,-0.04,-0.15,-0.21,0.11,-0.26,-0.43,-0.08,0.16,01.05@01.20.15@02.01,1501
0.11,-0.69,-0.17,0.01,-0.08,-0.15,0.19,-0.22,0.08,0.22,0.34,0.05,0.15,-0.24,0.05,-0.29,0.17,-0.54,-0.02,-0.1,0.22,0.17,-0.1,-0.12,0.07,0.11,0.33,-0.1,0.24,-0.33,0.33,-0.05,-0.07,0.21,-0.37,0.05,0.32,-0.31,0.23,-0.13,0.12,-0.41,0.17,-0.07,-0.04,-0.1,0.29,-0.2,0.25,0.32,-0.06,-0.06,-0.11,0.19,0.1,0.01,-0.11,-0.24,-0.03,?,-0.05,-0.35,0.05,0.4,-0.2,0.06,0.36,0.14,0.26,-0.17,0.08,-0.06,-0.22,-0.24,0.0,-0.34,-0.06,10.01.09.05@14.07.04@42.10.03,1502
0.26,-0.86,-0.04,-0.17,0.16,0.06,0.49,0.1,0.13,0.25,0.01,-0.3,-0.14,-0.02,-0.02,-0.44,-0.08,-0.28,-0.12,-0.2,0.3,0.1,-0.02,0.3,0.02,-0.26,-0.22,-0.67,2.25,0.02,0.23,-0.14,0.17,?,0.33,-0.59,?,-0.64,0.95,-0.22,?,0.34,?,-0.57,-0.57,-0.73,0.84,-0.18,-0.62,0.04,0.12,0.08,0.01,0.35,0.44,-0.23,-0.12,0.23,-0.04,-0.4,-0.51,?,?,0.52,0.11,-0.02,0.11,-0.27,-0.12,-0.16,0.07,0.09,-0.29,-0.27,0.35,-0.02,-0.1,14.07.07@18.02.01,1503
-0.38,-0.47,-0.36,0.32,0.87,-0.18,0.14,0.28,-0.03,-0.27,-0.01,-0.27,0.08,-0.04,0.03,0.03,0.22,-0.03,0.0,-0.18,-0.39,-0.27,0.28,0.31,0.45,0.07,-0.05,-0.14,-0.15,-0.33,-0.23,-0.1,-0.15,0.08,0.1,0.08,1.32,-0.41,-0.21,-0.19,-0.27,-0.25,0.21,0.05,-0.14,-0.33,0.14,-0.04,0.92,0.12,-0.07,-0.02,-0.15,-0.02,-0.44,-0.05,0.12,0.4,-0.44,?,-0.23,0.17,-0.41,-0.39,-0.28,0.03,0.2,0.21,0.29,0.24,0.03,0.09,0.17,0.09,-0.06,-0.7,0.07,10.01.02@10.03.01.01.09@10.03.04.03@10.03.04.05,1504
?,0.29,-0.12,0.15,-0.11,-0.05,0.07,0.15,0.07,0.09,0.31,0.1,-0.01,-0.23,-0.1,-0.19,0.03,-0.22,0.07,-0.38,0.38,0.03,-0.12,0.03,-0.1,0.14,0.4,-0.12,0.51,-0.27,0.37,-0.12,0.3,?,0.15,?,0.45,-0.46,0.25,-0.16,0.12,-0.33,0.65,-0.7,-0.16,-0.84,-0.34,-0.28,0.25,-0.07,0.16,-0.2,-0.09,-0.11,-0.32,0.36,0.26,-0.05,?,0.18,0.1,-0.01,0.17,0.06,-0.04,-0.28,-0.05,-0.08,0.16,0.12,0.15,-0.06,-0.12,0.12,0.02,-0.06,0.06,16.01@20.09.07,1505
0.15,-0.27,0.01,-0.01,-0.04,-0.34,-0.08,-0.04,0.09,0.4,0.23,0.22,-0.08,-0.13,-0.08,-0.13,-0.02,-0.34,-0.02,-0.04,0.27,0.12,-0.42,-0.34,-0.07,-0.12,-0.27,-0.06,-0.46,0.18,-0.34,0.24,-0.23,0.36,-0.46,0.05,0.01,-0.06,0.02,-0.12,-0.12,0.08,0.36,0.68,0.48,0.62,-0.17,-0.34,-0.01,-0.13,0.16,0.01,-0.01,0.08,0.05,0.38,0.03,0.0,-0.2,0.01,?,0.14,0.0,0.57,-0.32,-0.12,0.46,0.3,0.14,-0.05,0.01,0.07,0.04,0.06,-0.28,-0.5,-0.36,10.03.01.01.01@11.02.03.01.01@11.02.03.04,1506
-0.15,-0.69,?,0.2,0.33,?,?,0.12,-0.09,-0.11,-0.01,0.41,-0.36,?,-0.13,0.26,-0.02,-0.13,0.06,0.02,-0.54,0.19,0.32,0.46,0.31,0.02,-0.32,0.15,-0.23,0.19,-0.7,0.3,-0.18,0.18,-0.28,0.09,-0.1,0.22,-0.21,-0.16,0.05,-0.23,-0.33,0.3,0.07,0.09,-1.3,-1.02,0.2,0.52,0.87,0.81,0.49,0.44,0.21,-0.6,-0.07,-0.49,0.34,0.22,?,-0.57,-0.04,-0.01,-0.12,0.77,0.47,0.41,0.09,0.45,-0.08,-0.08,-0.4,0.22,-0.97,-0.85,0.11,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,1507
0.7,0.37,-0.32,-0.23,0.0,0.0,0.16,0.25,0.09,0.14,-0.03,-0.09,-0.1,-0.19,0.18,0.18,0.06,-0.25,-0.04,-0.07,-0.02,-0.28,-0.27,-0.26,-0.31,-0.27,0.09,0.16,-0.11,0.38,-0.34,-0.27,-0.16,-0.14,0.09,0.2,0.29,?,0.28,0.01,0.34,0.17,0.69,-0.22,-0.08,-0.27,-0.12,0.06,0.44,0.32,0.12,-0.01,-0.08,-0.12,-0.11,0.3,0.24,0.03,0.05,-0.11,?,-0.68,-0.32,0.45,-0.3,0.0,0.38,0.26,-0.02,-0.02,0.13,-0.05,-0.18,-0.17,-0.14,-0.25,-0.11,01.01.06.05@01.05.13.03@01.07.01@16.21.07,1508
0.7,-0.3,-0.42,0.03,-0.22,0.47,0.07,-0.07,-0.05,-0.04,-0.07,-0.04,-0.22,0.1,0.17,-0.04,0.1,-0.18,-0.2,-0.31,0.1,0.41,-0.11,0.78,0.52,-0.12,-0.38,-0.09,0.67,-0.22,-0.2,0.29,0.59,0.07,-0.65,-0.32,0.11,-0.22,-0.4,-0.15,-0.15,-0.5,0.44,-0.12,0.01,0.14,-0.39,-1.04,-0.54,0.13,0.17,-0.19,0.25,0.48,0.49,0.22,0.27,-0.12,0.15,-0.06,0.17,?,?,0.03,-0.28,-0.36,0.24,0.5,0.27,-0.51,-0.05,0.32,0.29,-0.16,-0.25,0.13,-0.16,01.04@01.05.25@11.02.03.04@14.07.03@20.01.03.01,1509
0.23,0.06,-0.25,0.23,-0.03,-0.16,0.33,0.12,0.23,-0.1,0.21,-0.02,0.01,-0.1,-0.02,-0.13,0.15,-0.23,0.21,-0.32,0.1,-0.23,0.35,0.28,0.35,0.27,0.06,0.25,0.29,0.28,-0.18,0.17,-0.11,-0.11,-0.53,0.19,-0.21,0.14,-0.53,-0.03,-0.29,-0.45,-0.27,0.14,0.01,-0.09,-0.05,-0.28,0.26,0.09,-0.47,-0.34,-0.56,-0.31,-0.31,0.92,0.53,-0.35,?,0.22,0.18,0.07,0.39,-0.48,-0.17,-0.28,0.25,0.12,0.01,-0.43,0.27,0.3,0.0,-0.21,0.17,0.08,0.36,01.06.06.11,1510
-0.79,-0.4,0.4,0.2,0.03,-0.29,0.16,-0.19,0.22,0.28,0.31,-0.11,0.03,0.03,0.05,-0.29,0.02,-0.41,0.13,-0.06,0.18,-0.11,1.84,1.25,1.31,0.13,0.01,0.37,-0.1,0.7,-0.09,-0.19,-0.67,-0.17,-0.6,-0.1,-0.97,0.16,-0.22,0.05,-0.31,-0.41,-0.59,-0.47,-0.54,-0.42,0.34,-0.58,-0.46,-0.45,-0.57,-0.18,-0.4,-0.32,0.13,0.5,0.12,0.18,?,0.31,0.21,0.74,0.42,0.71,-0.06,-0.03,-0.13,-0.17,-0.26,-0.01,0.18,0.05,-0.18,-0.34,0.07,0.13,0.04,01.04.04@01.05.25@02.19@10.03.01@11.02.03.04@14.07.03,1511
-0.09,1.43,-1.0,0.28,-0.19,-0.65,-0.25,0.01,0.67,0.45,0.78,0.1,-0.19,-0.6,-0.71,-0.44,0.18,0.11,0.38,0.15,0.2,0.01,0.34,0.16,0.12,-0.05,-0.64,0.35,-0.05,0.3,-0.36,0.26,0.01,0.07,-0.15,-0.02,0.09,0.23,-0.14,0.23,-0.62,-0.49,0.23,0.13,-0.08,0.04,-0.7,-0.35,0.18,0.38,0.34,0.55,0.2,0.08,-0.41,-0.34,-0.31,0.14,0.2,0.19,?,0.14,-0.27,-0.78,-0.75,-0.57,-0.25,0.23,0.69,0.23,0.45,0.41,0.44,0.4,0.03,-0.32,-0.21,20.09.18.09.01@40.01@42.04@43.01.03.05,1512
-0.76,-1.0,1.4,0.36,-0.28,-0.52,-0.64,-0.67,-0.33,-0.31,0.45,0.33,0.72,0.54,0.17,0.1,-0.08,-0.36,-0.1,0.18,0.27,0.52,-0.36,-1.34,-1.5,-0.25,0.44,0.36,1.15,0.61,1.09,-0.19,0.09,-0.58,-0.19,-0.65,0.36,-0.52,0.96,0.07,1.3,0.59,0.81,-0.7,-0.75,-0.8,1.04,1.09,-0.18,-0.6,-1.45,-0.31,0.82,-1.18,-0.07,0.14,-0.45,0.75,0.4,?,?,?,?,-0.81,-0.13,-0.42,0.42,0.04,-0.25,0.42,-0.09,0.08,0.42,0.09,-0.12,0.02,0.35,02.11@20.01.01.01@20.01.15@20.03.22@34.01.01.03,1513
0.48,0.11,-0.38,0.01,-0.17,-0.08,-0.03,0.31,0.14,-0.08,0.1,-0.14,0.1,0.19,0.1,0.19,0.22,-0.25,-0.29,0.02,-0.29,-0.03,-0.58,0.0,-0.23,-0.31,0.38,-0.39,0.68,-0.22,0.29,-0.01,-0.13,-0.23,0.61,-0.03,?,-0.2,0.37,-0.11,0.99,0.6,?,-0.52,-0.31,-0.66,0.2,-0.2,-0.34,-0.11,-0.11,0.08,-0.24,0.08,0.05,0.11,0.04,-0.22,0.24,-0.13,0.11,0.1,0.35,-0.75,-0.26,-1.19,-0.31,-0.01,0.11,0.42,0.09,0.28,0.37,0.32,0.33,0.2,0.4,12.10,1514
0.58,-0.67,-0.29,-0.12,0.18,0.62,-0.89,-0.18,0.06,-0.03,0.09,-0.11,0.18,-0.18,0.44,-0.25,0.01,-0.13,0.32,0.18,0.07,-0.4,0.31,0.38,-0.29,-0.22,0.38,-0.48,0.54,0.0,0.49,-0.67,-0.18,?,0.12,-0.31,?,-0.76,?,?,0.86,0.31,?,-0.1,0.03,-0.43,-1.0,-0.06,-0.12,-0.29,0.16,0.06,0.12,0.07,0.14,0.26,0.05,0.0,0.13,?,0.29,-0.02,0.18,-1.2,-0.22,-0.01,0.61,0.95,0.69,0.15,0.11,-0.12,0.19,-0.2,-0.42,-0.42,-0.12,11.04.01@16.03.03,1515
0.28,-0.43,-0.15,-0.17,0.09,-0.1,0.09,0.33,0.25,0.07,-0.06,0.05,-0.16,-0.27,0.1,-0.16,-0.27,-0.14,0.19,0.12,0.08,-0.2,?,0.11,0.06,0.01,-0.13,-0.17,-0.06,0.11,-0.32,0.13,-0.23,0.03,-0.12,-0.01,0.2,-0.13,0.17,-0.27,0.32,0.19,0.23,0.16,-0.23,-0.03,0.02,-0.52,-0.53,-0.35,0.11,0.32,0.11,0.24,0.32,-0.05,0.09,0.23,0.27,?,-0.06,-0.35,0.15,0.18,-0.21,0.14,0.4,0.3,0.3,-0.11,-0.21,-0.11,-0.15,-0.15,-0.11,-0.21,-0.09,14.04@20.09.07@20.09.13@42.01@42.25,1516
0.58,0.99,-0.43,-0.2,-0.03,-0.16,0.24,0.05,0.36,0.6,0.52,?,-0.08,-0.04,-0.36,-0.4,-0.19,-0.32,0.15,0.15,0.02,-0.5,?,0.8,-0.24,0.32,-0.41,-0.21,0.33,-0.28,0.35,-0.36,0.33,?,0.44,-0.21,?,-0.98,?,0.24,?,0.59,?,-0.41,?,-0.28,-0.41,-0.65,0.18,0.28,0.34,0.24,0.1,0.02,-0.17,0.31,0.09,-0.38,-0.01,?,0.16,-0.39,0.29,0.32,0.02,-0.19,-0.09,0.16,0.01,0.38,0.16,-0.09,-0.14,0.09,-0.07,-0.35,-0.22,01.05@14.07.02.02@42.01,1517
0.24,-0.79,0.21,0.12,0.52,0.15,0.33,-0.11,0.29,-0.44,0.11,-0.12,?,-0.14,-0.22,0.12,-0.12,-0.24,0.16,-0.2,-0.3,0.2,0.59,0.54,0.24,0.5,0.18,0.6,0.19,0.52,-0.24,0.16,-0.16,-0.07,-0.37,0.21,-0.48,0.13,-0.87,-0.44,-0.44,0.05,-0.48,-0.12,-0.14,-0.11,?,-2.62,-2.18,-1.57,-1.31,-0.45,0.27,1.2,1.55,0.98,0.79,0.24,0.8,0.45,?,0.59,1.26,0.33,-0.17,1.06,0.17,0.28,0.02,0.19,-0.29,0.39,-0.76,-0.24,-0.34,-0.76,0.1,01.05@16.19.03@20.01.03@20.01.27@20.03.22@20.03.25,1518
-1.84,-1.56,1.16,0.78,-0.06,0.92,1.63,1.01,0.32,-0.15,-0.19,-0.01,0.16,0.29,0.62,0.04,-0.53,-1.15,-1.11,-0.89,-0.51,-0.4,-2.11,-2.47,-3.96,-0.92,0.1,1.21,1.04,1.85,0.96,1.13,0.11,-0.39,-0.39,-0.63,-0.28,0.08,0.79,0.78,0.89,0.78,0.7,0.08,0.01,0.64,-0.18,0.46,-0.92,-2.44,-1.97,-1.19,-0.51,0.68,0.57,1.97,1.17,0.54,?,0.3,0.36,0.6,0.56,-1.08,0.7,0.43,0.58,0.51,0.04,0.14,0.14,-0.13,-0.03,-0.25,-0.15,-0.41,-0.5,01.05.06.07@02.16,1519
-0.4,-1.43,?,-0.36,-0.09,0.23,0.28,-0.03,0.09,0.05,0.09,0.26,0.12,-0.32,-0.11,-0.28,-0.12,-0.17,-0.14,-0.06,0.09,0.09,-0.14,0.19,0.03,-0.28,-0.09,-0.54,-0.11,-0.09,-0.12,-0.16,-0.43,0.41,0.09,0.0,0.21,-0.26,0.13,0.09,0.23,0.25,0.53,-0.12,-0.01,0.19,0.76,-0.01,0.1,0.18,-0.31,0.17,0.03,0.08,-0.1,0.02,-0.21,-0.18,-0.16,-0.15,?,-0.22,0.0,0.96,0.13,0.09,0.49,0.3,-0.07,0.07,-0.23,-0.43,-0.37,-0.04,-0.23,-0.48,-0.18,14.04@20.09.13,1520
0.11,-0.58,-0.6,-0.43,-0.11,-0.08,0.01,-0.04,0.16,0.2,-0.23,-0.08,0.29,-0.08,0.65,-0.39,-0.2,-0.06,0.33,-0.18,-0.01,-0.18,0.12,0.44,0.07,0.24,?,-0.28,?,-0.13,?,0.04,?,0.08,?,-0.03,?,0.01,?,-0.07,?,?,?,0.0,-0.18,-0.3,-0.02,0.04,-0.44,0.1,-0.22,0.25,0.32,0.18,0.4,-0.18,-0.4,0.13,0.19,?,-0.19,-0.19,0.03,0.02,0.0,0.3,0.21,0.28,-0.18,-0.18,0.0,0.04,-0.2,-0.02,-0.15,-0.02,-0.11,01.06.06,1521
-1.15,-0.4,-0.42,0.19,-0.15,-0.09,-0.02,0.09,-0.03,0.44,0.35,0.31,-0.06,-0.23,-0.49,-0.21,-0.06,-0.33,0.02,-0.12,0.28,0.31,0.23,0.0,0.32,0.23,-0.38,0.46,-0.22,0.15,-0.62,-0.26,-0.46,-0.24,0.04,0.65,-0.46,0.38,0.02,-0.36,-0.2,-0.24,0.16,0.21,0.26,0.32,0.07,-0.38,-0.96,-0.47,0.1,0.46,0.27,0.25,0.23,-0.32,-0.21,0.16,0.12,0.13,?,0.11,0.44,0.24,-0.3,-0.13,0.0,0.2,0.16,-0.24,0.08,0.0,0.05,0.2,0.03,-0.26,-0.02,14.07.05@14.13.01,1522
0.04,-0.84,-0.27,0.59,0.13,-0.36,-1.12,-0.08,0.04,0.14,0.11,0.04,0.74,0.14,-0.06,-0.16,-0.1,0.09,-0.18,0.11,0.14,0.37,-0.09,-0.14,-0.53,-0.2,0.11,-0.14,0.74,-0.31,-0.15,-0.26,0.2,0.03,0.18,-0.37,0.52,-0.05,0.32,-0.4,0.5,0.71,0.31,-0.2,-0.38,-0.38,-0.05,-0.47,-0.64,-0.44,-0.03,0.43,-0.15,0.47,0.38,-0.29,-0.21,-0.35,0.38,0.29,0.43,0.19,0.06,0.41,-0.21,0.0,-0.3,0.03,-0.12,-0.15,0.1,-0.24,0.32,0.03,0.16,0.0,-0.02,01.04@14.13.01@16.19.03,1523
-0.17,-0.51,-0.2,-0.14,-0.25,-0.31,0.0,-0.29,0.06,0.02,0.08,0.44,-0.02,-0.05,0.08,-0.37,-0.51,-0.08,0.49,0.31,0.48,-0.08,-0.35,-0.72,-0.72,-0.05,1.88,0.14,0.67,-0.15,0.5,-0.19,-0.3,-0.45,0.17,-0.12,0.14,-0.08,0.2,-0.13,0.25,0.21,0.18,-0.28,-0.43,-0.37,0.31,-0.77,-0.52,-0.5,-0.04,0.38,0.23,0.21,-0.15,-0.08,-0.07,0.25,0.25,?,0.32,0.15,0.03,0.57,0.22,0.1,0.59,0.26,-0.26,-0.18,-0.22,-0.04,-0.24,-0.18,-0.22,-0.15,-0.26,01.05.25@02.01.03@11.02.03.04.01@16.03.01,1524
0.57,-0.3,0.21,-0.06,0.21,0.18,0.21,0.04,0.28,-0.39,0.16,-0.31,0.19,-0.1,0.01,-0.13,-0.01,-0.25,0.28,-0.24,-0.23,0.1,0.26,0.21,-0.05,0.12,0.46,?,-0.05,0.09,0.3,0.03,0.05,-0.21,-0.02,0.06,0.14,-0.28,-0.12,0.14,-0.03,-0.1,0.38,-0.45,-0.17,-0.79,-0.64,-0.05,0.46,0.12,0.26,0.5,0.12,-0.08,-0.07,-0.52,-0.17,-0.03,0.06,?,-0.11,0.18,-0.04,1.12,-0.4,-0.23,0.21,0.24,-0.37,0.02,-0.26,0.32,0.08,-0.3,0.01,-0.4,-0.05,01.04@11.02.03.04@16.19.03,1525
-0.89,-0.94,?,-0.17,0.46,1.64,0.94,0.41,?,-0.33,-0.25,-0.25,-0.07,-0.12,-0.2,-0.46,-0.35,-0.46,?,-0.22,-0.5,-0.23,-0.68,-1.11,-0.26,0.4,0.91,-0.11,0.54,-0.15,0.49,-0.2,-0.14,?,0.46,0.22,0.48,0.2,0.44,0.09,0.34,-0.46,0.51,-2.25,-0.09,0.39,0.65,-0.17,-0.59,-0.13,-0.86,-0.39,-0.29,-0.01,0.44,-0.12,0.12,-0.64,0.79,0.44,?,-0.16,0.91,-0.88,-0.94,-0.57,0.41,-0.17,0.33,-0.1,0.37,0.17,0.23,-0.36,0.38,0.39,0.75,20.01.01.07@32.07,1526
-0.09,0.1,-0.43,0.06,0.23,-0.24,-0.33,0.02,?,-0.15,0.31,-0.19,0.02,0.2,0.23,0.08,0.18,-0.05,0.18,-0.11,-0.33,-0.05,0.13,-0.43,-0.43,-0.14,0.3,0.12,-0.04,0.08,0.39,-0.01,-0.12,-0.08,-0.01,-0.33,0.21,-0.04,0.43,-0.01,0.6,-0.08,0.21,-0.18,-0.31,-0.27,0.33,0.05,0.33,0.18,-0.27,-0.18,-0.5,-0.18,0.18,0.38,0.22,-0.67,-0.01,?,0.18,-0.46,0.4,-0.58,-0.47,-0.13,0.0,-0.13,0.19,-0.02,0.49,0.36,0.59,-0.43,0.12,-0.13,0.14,14.04@16.01@20.01.10@20.03@20.09.05,1527
