DES460_Plus_0point02_MMS___5_min,DES460_Plus_0point02_MMS___15_min,DES460_Plus_0point02_MMS___30_min,DES460_Plus_0point2_MMS___45_min,DES460_Plus_0point02_MMS___60_min,DES460_Plus_0point02_MMS___90_min,DES460_Plus_0point02_MMS___120_min,DES459_mec1__Plus_0point02_MMS___5_min,DES459_mec1__Plus_0point02_MMS___15_min,DES459_mec1__Plus_0point02_MMS___30_min,DES459_mec1__Plus_0point02_MMS___45_min,DES459_mec1__Plus_0point02_MMS___60_min,DES459_mec1__Plus_0point02_MMS___90_min,DES459_mec1__Plus_0point02_MMS___120_min,dun1__Plus_0point02_MMs___30_min,dun1__Plus_0point02_MMS___90_min,dun1__Plus_0point02_MMS___120_min,wt_plus_gamma_5_min,wt_plus_gamma_10_min,wt_plus_gamma_20_min,wt_plus_gamma_30_min,wt_plus_gamma_45_min,wt_plus_gamma_60_min,wt_plus_gamma_90_min,wt_plus_gamma_120_min,DES460_wt___mock_irradiation___5_min,DES460_wt___mock_irradiation___30_min,DES460_wt___mock_irradiation___60_min,DES460_wt___mock_irradiation___90_min,mec1_plus_gamma_5_min,mec1_plus_gamma_10_min,mec1_plus_gamma_20_min,mec1_plus_gamma_30_min,mec1_plus_gamma_45_min,mec1_plus_gamma_60_min,mec1_plus_gamma_90_min,mec1_plus_gamma_120_min,DES459_mec1___mock_irradiation___5_min,DES459_mec1___mock_irradiation___30_min,DES459_mec1___mock_irradiation___60_min,DES460_wild_type_Plus_heat_20_min,DES459_mec1_Plus_heat_20_min,MHY1_dun1_Plus_heat_20_min,DES460_vs_DES460_YPD_log_phase_control,DES459_mec1___log_phase_IR_time_=_0_sample,DES459_mec1___log_phase_MMS_time_=_0_sample,DES460wt_vs_DES459mec1_genomic_DNA_comparison,DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2,DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA,MHY1_crt1_vs_CRY1_wild_type,MHY1_crt1_vs_CRY1_wild_type___log_phase,pRS_ROX1_GAL_media,classification
-2.688071,0.317307,-0.254989,0.182496,0.498964,0.194337,-0.28138,-0.992412,-0.769683,-1.122029,-0.637836,-0.372363,-0.601983,-0.364475,-0.571209,-0.929238,-0.06381,-0.398087,0.501301,0.041671,-0.749356,0.144748,0.222823,0.682587,0.393466,0.061308,-0.273831,-1.0167,-0.970931,-0.730508,-1.881128,-0.666366,-0.380091,-0.26483,-1.287666,0.101661,-0.128018,0.0,-0.275962,-0.251905,-0.76137,0.596476,0.463887,1.717879,1.739281,-0.0,2.586308,-2.043029,-0.317737,0.058528,0.014574,2.453818,20.01.03@20.03
0.117575,-0.059446,0.171583,0.193575,0.096336,0.319727,0.324235,-0.394434,-0.760835,-0.375345,-0.853554,-1.166858,-0.576981,-0.131201,0.249733,0.265037,0.474576,-0.591118,-0.083085,0.914644,0.791543,0.360185,0.770628,1.703466,1.553859,-0.736266,0.031182,0.377526,0.68606,-0.771448,-1.183441,-1.471083,-1.225269,0.139313,0.560387,0.579249,-0.336155,-0.309621,0.141247,0.527701,1.271206,0.887693,1.246084,0.913618,-0.523221,-0.334868,-0.575443,0.169291,-0.623552,-0.838456,-0.767431,1.794169,14.04@20.01.01.01.01@20.09.18@34.01.01.01
-1.000986,-1.643293,-1.933107,-1.939209,-1.649606,-1.615349,-1.158535,1.113637,0.469023,-1.103494,-1.155141,-0.79311,-0.381508,0.1324,1.730942,0.643294,0.519801,-0.47471,0.009729,-0.793673,-1.66055,-0.822567,-1.211804,0.19197,-0.378578,-2.566565,-3.057074,-0.518486,-3.16929,-2.518252,-1.894508,-0.001416,0.623559,0.515671,0.403329,-0.963026,-1.418468,0.0,-0.273387,-2.936585,-0.843696,-0.229319,-0.175474,-0.303355,1.928743,2.292466,-0.251974,0.80806,0.584525,0.647406,1.471727,-5.666079,20.01.01.01.01@34.01.01.01
-0.483305,-0.193292,-0.894847,-0.864507,-0.664997,-0.498698,-0.059212,-0.236918,-0.241758,0.31044,-0.26923,-0.103802,0.566308,0.384336,0.726732,0.647544,0.689931,-0.384825,-0.406217,-0.396696,0.078434,0.504528,-0.027306,1.007187,-0.299514,-0.515661,1.309694,0.279042,0.033383,-0.740743,-0.629114,-0.372009,-0.118269,0.801097,0.275064,0.45757,1.40259,-0.508413,-0.054481,-0.24907,0.229887,-0.310778,-0.349597,0.899508,0.506861,0.891419,0.797715,-0.485057,-0.538965,1.246223,-0.182141,-0.513355,20.01.01.01.01@20.01.07@20.09.16@20.09.18@34.01.01.01
-0.381618,0.359443,-0.063836,-0.08341,-0.077526,0.016418,-0.413036,-1.009914,-0.330237,-0.687787,-0.979216,-1.665935,-1.438425,-1.500523,0.209564,-0.714608,-0.774481,-2.589217,-2.059687,1.565611,2.374144,2.553339,1.758743,2.070189,0.660892,0.296459,2.544997,2.161826,2.186207,-4.642051,-4.06594,-1.214844,-0.20784,0.136787,0.157271,0.9382,1.930938,0.569967,1.444379,1.982021,-0.577804,-2.111031,0.240791,-0.663155,0.092989,-0.432616,-0.483476,0.50815,-0.267852,0.796489,-1.537294,-0.543226,20.01.01.01.01.01@34.01.01.01
0.487347,-0.579959,-0.351571,-0.323463,-0.031773,0.811121,1.064797,-0.219416,-1.616132,-0.957864,-1.042046,-1.081814,-0.781545,-0.590752,-0.177056,0.137534,0.323828,-0.252208,-0.564345,-0.044873,-0.417823,-0.76009,-1.007153,0.291085,-0.329744,-1.269598,-1.163452,-0.530072,-0.300545,0.030307,-0.246819,-0.751073,-0.972634,-0.391125,-0.224905,0.214213,-0.912535,0.433807,0.218507,0.641098,0.203186,-0.38511,-0.522361,0.670224,-0.392621,-0.426692,-0.41688,0.091393,-0.497755,0.821336,1.175439,-0.022975,20.01.01.01.01@20.09.18@34.01.01.01
0.288594,0.634572,0.189692,0.673683,0.114637,0.438339,0.587546,-0.02398,-0.707748,-0.428301,-0.727893,0.064049,-0.417875,-0.271166,0.227138,0.071658,-0.709874,0.322467,0.105981,0.80176,0.937501,-0.458477,0.873987,0.637985,1.065518,0.21161,0.331111,0.375595,1.897814,2.026166,0.861834,0.697417,-0.414541,-0.290089,0.932092,0.214213,0.016077,-0.615979,-0.136892,0.635428,0.904074,0.548618,-0.522361,0.310423,0.0,2.199162,1.390741,-0.0,0.12255,1.037507,1.078296,0.0,01.06.05@01.06.10@20.01.13
-0.067311,1.184829,0.644434,0.328375,-0.083017,-0.025943,-0.215552,0.679009,0.315659,-0.377992,0.29415,-0.054565,0.068534,0.104407,0.704137,-0.77411,-0.481598,0.312152,-0.13293,-0.48136,-0.238503,-1.527047,-1.761676,-0.454752,-0.11813,0.262519,1.147021,0.215317,0.577281,-0.948858,-1.389879,-1.494377,-1.712166,-2.25776,-2.088664,-0.604075,-0.685185,0.583582,-0.736952,-0.787707,-0.380887,-0.643743,-0.569973,-1.065286,0.466394,0.51672,0.0,0.967752,0.701646,1.263616,0.082575,-2.168699,20.01.07@20.09.18
-0.561882,0.659358,0.091098,-0.028013,0.023131,0.438339,-0.070731,-2.599661,-1.881569,-0.693083,-1.272425,-1.144478,-0.872463,-0.78437,-1.713497,-0.784735,-0.587122,1.645691,-0.096836,-0.105078,0.311967,-0.268892,-0.792165,0.538871,1.019009,1.615243,0.287901,-0.089791,0.982042,0.478949,-1.068752,-1.960266,-2.024514,0.0,-1.400225,-1.349355,-2.19658,1.17179,-0.0,0.677952,-1.165215,-0.028725,0.062586,-0.938297,0.0,-0.0,0.236401,0.504255,-0.367622,-0.0,-1.403721,0.863194,20.01.03.01@20.03.02.02.01@20.09.18
0.524324,0.200811,-0.025606,-0.312384,-0.194655,-0.551226,-1.069667,-0.70655,-0.06775,0.056249,0.233414,0.135666,0.029894,-0.189519,-0.711798,-1.156617,-1.131969,0.729159,-0.517938,-1.201939,-2.603022,0.769516,1.000086,-2.655093,-0.859944,-1.007781,3.426992,1.045673,1.351387,2.11146,0.714651,-0.465187,-0.400761,1.566443,1.767119,0.840857,0.019279,1.282078,-0.378976,0.720476,1.560461,1.582135,1.042032,-0.666683,-1.53123,-2.477908,-0.255145,0.687317,1.187479,1.002721,-1.046719,1.373488,01.01@20.01.07@20.09.18
0.487347,1.519444,1.568003,1.539722,1.479913,1.244903,0.804777,-1.794578,-0.855213,1.088898,0.275301,-0.023233,0.595856,0.188385,1.0531,0.562543,0.496112,-0.601433,-1.244983,-0.391052,0.251499,1.383513,0.704478,-1.247667,-0.125106,-0.937478,-0.197578,-1.686778,-1.231496,0.190658,-1.732033,-2.510862,-2.017624,-1.616183,-0.952608,-0.716627,-1.159097,0.173744,-1.208243,-0.954968,1.167742,1.843823,0.984898,0.924201,1.290459,0.405643,-0.112438,0.309509,-1.057331,-0.194914,-1.265292,0.006896,01.01@20.01.07@20.09.18
0.163796,-0.59731,-0.846556,-0.68539,-0.635715,-0.644422,-0.566085,-1.123676,-1.332999,-0.221771,-1.100688,-0.802062,-0.747451,-0.912671,-1.131055,-0.499979,-1.032906,-0.296413,-0.624502,-0.897151,-0.901569,-0.424007,-0.790098,-0.16732,-0.455318,1.050396,0.27265,-0.182482,-0.35114,-0.72539,-0.839376,-1.299551,-0.568419,-1.330757,-1.230078,-1.942538,-0.931747,0.561797,-0.876021,-0.379477,-0.463214,-0.612178,-0.803952,-1.428614,-1.126555,-2.822987,-0.14098,0.282244,-0.426182,1.199013,0.252576,-0.306748,11.04.03.01@20.01.01.01.01@20.03@20.09.04
0.981917,2.272949,2.541875,2.893255,2.259547,2.183635,1.523945,-0.298175,1.318421,2.034168,2.068067,1.641849,1.168637,1.595031,2.58452,2.755587,2.19526,0.537601,0.241765,1.345487,1.333672,0.657489,-0.558573,-1.002359,-1.262244,0.713427,0.511577,-0.958768,0.119395,0.6103,0.552176,0.004937,0.377814,-1.143841,-1.151549,-0.908271,1.693982,0.87224,-0.530923,-0.509884,-0.691281,-0.787316,0.048983,2.000075,-2.208142,-2.788923,-0.264659,0.325089,-1.872837,-0.617316,-1.071005,0.260798,11.04.03.01@20.01.01.01.01@20.03@20.09.04
0.103708,-0.356882,-0.452178,-0.323463,-0.745523,-0.883341,-1.387286,0.766518,1.333167,0.657304,0.088904,-0.137372,0.059443,-0.59775,1.1008,0.481791,-0.121956,-0.885823,-0.375279,-1.644069,-0.396972,-0.566196,-1.172528,-1.344304,-1.399445,-1.635658,-1.356627,-0.663316,-0.938044,-0.072045,1.339702,1.874845,1.117345,-0.062758,0.24627,0.42715,-0.240092,-0.89919,-0.425333,0.068442,-1.127389,-1.179339,-1.012084,0.447994,-1.659991,-3.082166,-0.385167,0.667842,1.454253,0.622559,1.442584,-2.011877,20.03@20.09.04
0.907963,3.594062,2.954362,1.729918,0.747861,-0.678311,-1.541981,0.970706,3.064406,1.750852,1.779046,1.017443,0.193546,-0.492776,4.487497,0.91105,-0.152106,0.959029,0.463488,0.553414,1.01465,1.870402,1.082773,-0.028559,-0.11813,-1.308386,0.577663,-0.978078,-0.401735,0.850827,1.488797,2.272968,2.130181,1.508347,0.992298,0.929074,0.76537,-0.010071,-0.628786,-0.756523,-1.132952,-0.255793,-0.247572,-1.273406,0.137135,0.830697,2.573623,-2.755801,0.029287,0.408873,1.413441,0.382771,01.20.19.01@20.01.01.01.01@20.01.17@20.09.04@34.01.01.01@42.16
-0.395484,0.74611,0.525718,0.461327,0.114637,0.113003,0.475639,-1.497048,-1.091157,0.339566,-0.348816,-0.103802,-1.320232,-1.078296,-0.548614,-1.090741,-0.933843,-0.599959,-0.930446,-0.718417,-1.356124,-1.440872,-2.739455,-2.367661,-0.864595,-0.784751,-0.543259,0.400699,-0.862151,-0.459276,1.909321,1.292484,1.728262,0.273185,-0.0,-2.143308,-0.278517,0.665278,-0.579855,-1.354694,-1.843852,-0.627452,-0.512838,0.447994,-1.27187,0.657417,-0.448592,0.364038,1.690663,-0.0,-3.251877,1.328682,20.01.01.07.07@20.01.03.03@20.09.04
-1.5464,0.23799,-0.413947,-0.0077,-0.031773,0.340061,-0.235301,-2.844686,-1.616132,-0.158224,-1.184462,-1.968067,-0.749724,-1.052635,-1.592992,-0.861236,-1.054442,-0.689844,-1.666085,-0.178453,0.46001,-0.230114,-0.196816,-0.620768,8.739458,0.194641,-0.484798,-0.775317,-0.712896,-0.479746,-0.617645,-0.833662,-1.530728,-1.750055,-1.630577,-1.160754,-1.367234,1.061501,-0.827089,0.133645,-0.828121,-0.062327,0.454365,-0.51853,0.0,-0.881366,0.350566,0.652263,0.144239,1.621416,0.43472,1.316236,01.05.25@20.01.03.03@20.03.02.03@20.09.04
-0.316907,0.389187,0.330541,0.996832,1.113887,0.797565,0.878834,-0.190247,0.171143,1.120672,1.140269,0.798118,1.757329,1.690674,0.322538,0.379789,0.885904,0.791047,0.068168,0.734029,1.081374,1.359815,0.799568,1.532493,1.251553,0.066156,1.225816,1.889546,1.376684,-0.087398,-0.653963,-1.524025,-1.452641,0.088795,0.680798,0.600542,-0.886918,0.888579,0.880375,0.666613,0.779472,0.451885,0.782207,0.811322,1.901151,1.741526,2.294552,-2.53379,-0.36979,0.299545,-1.112291,1.057355,20.01.01.01@20.09.07@20.09.13@32.01@34.01.01.03
-2.054836,-0.61466,0.260117,-0.942063,-0.015302,0.001168,-0.236946,-0.977828,-0.256505,0.257484,-0.183362,-0.056803,0.725414,0.918535,0.299943,0.456291,0.259222,1.188899,0.295047,-1.890534,-2.588426,-1.091864,0.632126,-1.693683,-0.115804,1.21282,1.523203,0.526218,1.121179,1.110118,-0.101547,-1.208491,-2.010734,-0.696758,0.089212,-0.403305,0.550829,0.574051,1.150788,1.508587,-0.350849,-0.203863,0.122441,-0.331574,1.330927,0.333073,-0.588128,0.340668,-0.391479,-0.0,-1.352721,0.295648,01.02@20.01.09@34.11.03.07
-0.205976,0.109101,0.127316,0.22312,0.326932,0.24856,0.159666,-0.686131,-0.356781,-0.105267,-0.156135,-0.067993,-0.315593,0.078746,-0.277477,0.010031,0.000796,0.816097,0.0,0.649366,0.678947,0.743664,0.481222,0.984886,1.084121,0.529185,1.08856,-0.195999,0.311656,-0.652038,-0.84511,-0.820956,-0.694736,-0.706861,-0.049523,-0.138654,-0.076784,1.023376,-0.250208,0.332091,-0.018206,-0.12444,0.193179,0.225764,-0.206839,-0.299324,-0.049013,0.78469,-1.17879,-0.095525,-0.490572,0.225949,20.01.01.01@20.03.01.01@20.09.16@34.01.01.01
0.04362,0.096708,0.024697,-0.153579,0.070714,-0.129305,-0.544691,0.991124,1.150311,0.818821,0.763285,0.827212,0.711776,0.393667,0.857279,1.544313,0.651167,-1.139269,-1.337798,-1.907466,-1.237272,-0.602821,0.0,-1.289791,-1.597107,-1.400507,-0.894024,-0.783041,-0.432092,1.429114,2.085176,2.560972,2.839856,2.586904,2.48697,2.897224,1.69078,-2.549437,-0.793609,-0.90394,-0.941598,-1.776029,-1.933035,1.414517,-2.404961,-0.770289,-0.356626,0.301719,-0.456546,-4.893516,-3.798309,-0.174818,20.01.01.07.05@20.01.03.03@20.09.04
-0.705168,0.798162,-0.015545,0.452095,0.656355,0.497646,0.396645,-1.158679,-1.45687,-0.219123,-1.199123,-0.862488,-0.915649,-0.849687,-0.430619,-0.759234,-0.70126,-0.741418,-0.583251,-0.185979,-0.08212,-0.044837,-0.174077,-0.187143,-0.308815,-0.093843,0.087101,-0.504969,-0.03745,-0.32963,-0.718953,-0.340244,-0.657989,-1.095849,-1.41593,-2.925092,-0.438623,1.219445,-0.11629,1.485908,-0.106095,-0.620324,0.062586,-1.015901,-0.366869,-0.577756,0.715262,0.79248,-0.679943,1.367974,-0.398286,-0.013018,11.02.03.04@16.11@18.02.09@34.11.03@34.11.12
0.441125,-0.473378,-0.027618,-0.177585,-0.031773,-0.0,-0.261632,-0.715301,0.026628,1.012111,0.201999,-0.399219,0.627678,0.11607,-0.57874,-0.221598,-0.556972,1.865246,1.316005,0.93534,1.110565,1.601105,1.485874,-0.308558,0.977151,1.234638,-1.364252,1.516852,-0.303075,0.852533,1.152378,0.441179,0.141256,0.470205,-1.326931,0.141206,-0.243294,-0.640487,-0.340346,-0.220721,-0.004855,0.515016,0.979457,1.185232,2.344454,1.223168,-0.594471,-0.142303,-0.497755,-0.507988,0.289005,1.495461,01.04@16.19.03@20.01.13@20.03.25@20.09.03
-0.529526,-0.257737,-0.532663,-0.249601,-0.12328,-0.171667,-0.087188,-0.073568,-0.221113,-0.269432,-0.76978,-0.435028,0.364017,0.218711,-0.177056,0.118409,-0.128417,0.852935,2.185709,1.21567,1.083459,-0.221496,0.853315,1.009665,1.321316,2.633423,1.17498,0.976155,0.787251,0.559124,0.957408,0.803301,0.037905,0.240349,1.256679,0.548829,0.144161,1.28344,2.175782,1.094687,0.014057,0.124011,-0.937265,-0.663155,0.0,0.464884,1.644443,-3.414044,-0.593187,1.477302,0.204004,-0.2022,20.01.01.01@20.03.22@34.01.01
-0.349263,0.163631,-1.053805,-0.323463,-0.324594,-0.342808,-0.547983,-2.191285,-1.619081,-0.706322,-1.460917,-0.764016,-0.949743,-0.0,-0.229777,-1.169368,-0.386842,1.309728,0.82787,1.065157,0.478776,-0.480021,1.948924,0.563649,0.042326,1.469789,-0.756768,0.5127,0.534275,1.009472,1.710528,0.816007,0.426044,-0.370917,1.018474,0.165542,0.361905,0.294925,3.556175,0.414304,-0.0,-0.55312,0.072109,2.88194,0.0,-0.0,-0.702294,-1.97292,0.0,0.647406,1.078296,-2.059172,20.01.01.01@20.03.22@20.09@34.01.01
-1.047207,-0.034659,-0.649367,-0.439797,0.15124,-0.857924,-0.52988,-1.304528,-1.58074,-1.638353,-1.892353,-2.341815,-1.533889,-1.026975,-1.434829,0.0,-1.827565,1.831355,2.031019,3.894793,1.913334,1.978121,0.648664,2.233728,2.807269,1.074639,-0.004403,0.045384,1.465226,0.830357,2.628034,0.0,0.0,1.078946,-0.381963,-0.229913,2.017395,1.267101,0.8778,0.496517,-0.634542,-0.343362,-0.12106,1.262836,0.0,0.238288,-1.177983,-0.286415,0.434871,0.657345,-0.186999,-0.259452,20.01.07@20.09.18
0.075975,-0.661754,-1.333492,-1.558816,-1.338485,-1.371346,-1.426783,0.623587,0.451327,-0.383288,-0.290174,-0.289557,0.264007,-0.119537,-0.204672,-0.210973,-0.438527,0.953135,0.63021,-1.017561,-0.365695,0.429125,-0.785964,-0.333336,-0.511128,-1.497476,0.353987,0.562908,0.455853,0.291304,0.54453,0.578828,-0.577605,-0.019818,0.157271,-0.579739,-1.444085,-0.010071,0.782511,-0.767863,-0.165058,-0.898304,-0.499235,-0.515002,0.25118,-0.802871,-0.331256,0.757426,-0.176758,0.587773,0.247719,-2.382773,01.03.13@20.01.17@20.09.18
-0.575748,-0.381668,-0.593027,-0.674311,-0.98344,-0.442781,-0.432784,-0.015229,-0.02351,-0.454779,-0.455628,-0.674495,-0.417875,-0.247838,-0.00132,-1.201243,-0.429913,0.985552,0.535677,-0.270642,0.291116,0.080116,1.184065,1.207893,0.135343,-0.372631,0.082017,0.010625,0.787251,0.337362,0.670687,0.392472,-0.191763,0.44242,-0.067846,0.548829,0.496393,0.561797,0.527551,0.329256,-0.38645,-0.833136,0.087072,0.53618,-0.00818,0.044274,-0.258317,-0.220202,-1.092034,0.336816,1.029724,-0.147437,20.01.17@20.09
-0.099666,1.819359,2.439256,1.720686,2.080195,0.872122,0.572735,-0.735719,-0.10904,0.114501,-0.367665,-0.09485,-0.186035,-0.492776,0.756858,0.938675,-0.238248,-0.159376,0.138638,0.758488,1.346183,3.520653,4.016111,0.62064,2.407294,0.98979,2.476369,1.503334,2.183677,1.140824,1.41425,0.479297,0.281353,1.422467,1.460855,1.872083,0.797392,0.597198,1.650408,2.169126,1.378008,-0.86572,-1.093704,-1.382757,-0.747632,-3.878956,-0.69278,0.290034,0.244008,-0.0,-2.139583,0.350411,01.01@20.01.01.07.05@34.01.03.01
-1.199738,0.327221,0.67864,0.452095,0.359874,0.695898,0.319298,-1.036167,-0.283049,-0.062902,0.373736,0.236376,0.273099,-0.135866,-0.759498,-0.234349,-0.348078,0.303311,0.485832,0.177133,-0.503312,-0.258121,-0.525498,-0.298646,-0.620424,0.931609,-0.027279,0.580287,0.850495,0.999237,0.961231,0.724947,0.522505,0.730372,0.604887,0.256801,0.067311,0.910364,0.903553,0.972785,0.090821,0.505852,0.848864,0.751355,0.146332,0.41601,-0.759376,0.227715,0.525965,0.058528,-0.646002,0.542082,11.02.03.01@11.02.03.04@20.01.27
-0.298419,-0.389104,0.376821,0.487179,0.206144,0.273977,-0.26986,-2.057105,-1.209129,0.148923,-0.105871,-0.846822,-0.040567,0.216378,-0.955319,0.265037,-0.386842,1.132905,-0.093398,-0.016652,0.628904,0.27401,-0.34772,-0.382894,0.077207,0.361913,-0.078115,-1.068838,-1.039234,-0.312571,0.0,-1.4012,-0.490331,-1.348438,-1.062549,-0.631452,-0.640355,1.032907,-0.736952,0.391624,-0.738007,-0.770005,0.432599,-0.779562,-0.065202,0.036869,-0.026814,0.441936,0.265697,0.398934,-0.609573,-2.410155,20.01.01.01@20.01.01.07@20.01.03@20.01.11@34.01.01@34.01.03
-0.668191,-0.817908,-0.23688,-0.860814,-0.40878,-0.613922,-0.547983,-0.481943,-1.03512,-0.952569,-1.081839,-1.251903,-1.75891,-0.0,0.099101,-0.287475,-0.516055,-1.196737,0.930997,0.0,0.63933,-0.0,0.0,0.58595,-0.429738,0.007974,-0.113699,-0.348553,0.498858,-0.211926,-1.07831,1.362368,0.0,0.404532,0.327417,-0.0,2.360021,0.92398,0.584209,0.901912,-0.0,-0.132586,-0.282941,-0.179894,0.0,-0.0,0.38545,-0.278626,-0.538965,0.446144,0.983581,0.318051,11.02.03.01@11.02.03.04@16.03.01@34.01.01.01
-0.187487,-0.926968,-1.279164,-1.385239,-0.69794,-1.323901,-1.084479,-1.091589,-1.032171,-1.265011,-0.949895,-0.909487,-0.583799,-1.066632,-2.983822,-2.200014,-2.135522,0.682006,1.346943,-0.056162,-0.924505,0.991417,2.614558,-1.587134,-0.506477,0.555852,2.730546,0.2578,0.701239,2.524278,2.758015,1.182365,-0.090709,2.859701,2.049824,1.805159,1.668365,2.384967,-1.612574,0.734651,-0.068269,-0.17637,-0.032638,-0.250443,-0.394461,-0.998366,0.096865,0.656158,-0.022767,2.282351,0.230718,1.132032,20.01.07
1.023516,-0.285002,0.050855,-0.188664,-0.249558,-0.512254,-0.63685,1.419918,0.516211,0.167458,0.254358,0.688455,0.36629,0.249037,0.769411,-0.661482,-0.582815,-0.904979,-1.495926,-0.246184,0.0,-0.122395,0.297242,-0.945368,-0.599495,-0.168995,-0.538176,-0.0,-0.477628,-0.508746,-0.516337,0.0,-0.223916,-1.032702,-1.481371,-0.229913,0.310671,-1.624917,-0.556676,1.012474,-0.448751,-0.337252,-0.631188,1.206397,0.403853,-0.13493,-0.134637,0.558784,0.560667,-0.31915,-0.160284,-0.052846,10.01.05.03@38.07
-0.058067,-0.755942,0.292311,0.062469,0.098166,0.343449,0.46741,0.953204,0.935012,0.821468,0.966437,1.359859,1.24819,1.567038,0.038849,0.573168,1.081876,-0.470289,0.291609,0.286254,0.781117,0.689805,0.125666,-1.131208,-0.183242,0.223732,-1.158369,-0.576418,-0.730604,0.047366,-0.357685,-0.706602,0.175706,-0.050129,-0.039052,0.052989,-0.038359,-0.117637,-0.842541,-1.244131,0.427915,0.596476,0.337375,-0.359794,2.506324,-0.256374,2.345292,-2.537685,2.608107,-0.428477,-0.033998,-0.097652,10.01.05.03@38.07
-0.760634,-1.992781,-1.7661,-0.753713,-0.875462,-0.408892,-0.459115,-0.219416,-0.504246,-0.544805,-0.847271,-0.728207,-0.595164,-1.383885,-0.57874,-0.159972,-0.042275,-0.574909,-0.131211,-0.355305,1.629759,-0.486484,0.200084,0.300996,-0.185567,-0.544751,1.037724,0.518493,0.202877,-0.965917,0.026521,0.868949,0.763656,0.492938,-0.188258,0.28722,-0.137624,0.014438,1.91052,1.38385,-0.177296,-0.362708,-0.070727,-1.566185,0.584117,0.294567,-0.569101,0.293929,0.569343,-0.0,-0.556144,0.0,10.01.02@10.01.05@16.19.03
0.834008,2.518334,1.694767,2.396529,2.86715,2.43611,2.600229,-0.435272,0.097411,1.705839,1.029268,1.214388,0.945889,0.902206,0.603717,0.649669,1.038806,2.970389,1.317723,0.412309,0.249413,-0.118086,-0.684672,-0.189621,0.212082,2.781301,-0.370419,-0.0,1.766267,3.018978,1.781252,-1.524025,-1.753506,-1.79047,-1.630577,-2.252818,-2.247814,2.954112,1.011719,1.369676,2.727496,3.865034,2.70437,-0.67021,2.189942,2.450936,2.1899,-3.098555,0.187617,0.252336,-3.805595,0.318051,01.04@01.05@02.19@32.01
1.813904,3.81466,3.048932,3.223791,4.336743,4.267823,2.93595,-1.674982,-0.342035,2.145377,1.106759,0.381847,0.179908,0.703922,0.792006,0.588043,1.730094,3.465493,3.005569,1.377471,0.0,1.045276,1.417657,-0.0,2.788666,0.0,-0.0,1.362367,0.966864,3.181035,1.955196,0.682594,-1.117325,0.449998,-0.0,0.460612,0.826211,2.146688,-0.394429,0.0,3.656451,4.277422,5.21148,0.973585,0.278771,0.454517,-0.594471,0.449726,0.664774,-0.0,-0.0,1.664729,01.05.02.04@02.19@18.02.01@32.01
1.351689,0.250383,-0.096031,0.060623,0.099996,0.038446,0.218911,0.670258,0.908468,0.095967,0.752814,0.630267,0.516304,0.232708,0.387811,-1.037615,-0.511748,0.026288,-0.474968,-0.861404,-0.561696,0.325715,-0.552372,-0.219355,-0.19952,-1.002932,-0.022196,-0.248138,-0.024801,-0.795331,-0.839376,-1.333434,-0.678659,-0.706861,-0.214434,-0.804844,0.435553,-0.197971,-1.967974,-1.323509,-0.676818,-0.61116,-0.982156,-1.283988,-0.594959,-1.876613,-0.007787,0.702897,0.001091,-0.835971,-0.080141,0.395217,11.06.02@12.10@16.03.03@20.01.21
-0.991742,-1.296284,-0.341511,-0.49704,-0.154392,-0.114055,-0.271506,0.480655,0.0,0.850594,0.677417,0.90778,1.273193,0.771572,-0.202162,0.647544,0.517647,0.027762,-0.126055,-0.022296,0.118051,0.248158,0.084322,-0.878466,-1.26457,0.313428,-1.450673,0.771462,0.724007,0.253775,0.447045,0.091762,-0.292817,0.136787,-0.541639,1.2789,0.614871,-1.121129,-0.211578,0.332091,0.400102,0.253328,0.266637,0.194017,0.725754,0.812925,-0.401023,0.367933,0.369804,-1.32546,-0.791717,-0.149926,10.01.05.03
-0.0,-0.691498,-0.0578,-0.349315,-0.372177,0.018113,-0.157953,0.113118,0.156397,-0.036424,0.516152,0.258757,0.186727,0.200049,0.121696,-0.2981,-0.098267,0.1147,-0.201681,-0.377882,0.011711,0.209379,-0.45108,-0.687671,-0.43904,-0.600509,-0.469548,-1.248427,-0.831794,0.378303,0.059016,0.176469,0.173409,0.063536,0.125859,-0.461103,-0.739621,-0.056365,-0.471689,-0.665805,0.157573,-0.106111,-0.050322,-0.543222,-0.046808,-0.182323,0.030269,0.192661,-1.167945,-0.237154,0.111718,-0.764768,01.05@11.06.02
-1.453957,-0.381668,0.030734,-0.046478,0.261047,-0.239445,-0.928138,-3.711025,-1.291709,-0.163519,-1.356199,-0.920677,-0.667898,-0.271166,-1.497592,-1.445623,-1.27195,0.234055,0.140357,0.162081,-0.313567,0.79106,-0.366325,-0.080595,-0.027438,0.180095,-0.238246,-0.329242,1.639779,0.422655,0.670687,0.201881,-0.513298,0.543456,-0.408139,0.305472,0.176182,0.50461,0.692374,0.14782,-0.875959,-0.985873,0.280241,-0.0,0.0,-0.0,0.05881,-0.076089,0.439209,0.806428,-0.427429,-0.714983,01.01.06.05@01.05.13.03@11.06.02@12.04.01@12.10
