DES460_Plus_0point02_MMS___5_min,DES460_Plus_0point02_MMS___15_min,DES460_Plus_0point02_MMS___30_min,DES460_Plus_0point2_MMS___45_min,DES460_Plus_0point02_MMS___60_min,DES460_Plus_0point02_MMS___90_min,DES460_Plus_0point02_MMS___120_min,DES459_mec1__Plus_0point02_MMS___5_min,DES459_mec1__Plus_0point02_MMS___15_min,DES459_mec1__Plus_0point02_MMS___30_min,DES459_mec1__Plus_0point02_MMS___45_min,DES459_mec1__Plus_0point02_MMS___60_min,DES459_mec1__Plus_0point02_MMS___90_min,DES459_mec1__Plus_0point02_MMS___120_min,dun1__Plus_0point02_MMs___30_min,dun1__Plus_0point02_MMS___90_min,dun1__Plus_0point02_MMS___120_min,wt_plus_gamma_5_min,wt_plus_gamma_10_min,wt_plus_gamma_20_min,wt_plus_gamma_30_min,wt_plus_gamma_45_min,wt_plus_gamma_60_min,wt_plus_gamma_90_min,wt_plus_gamma_120_min,DES460_wt___mock_irradiation___5_min,DES460_wt___mock_irradiation___30_min,DES460_wt___mock_irradiation___60_min,DES460_wt___mock_irradiation___90_min,mec1_plus_gamma_5_min,mec1_plus_gamma_10_min,mec1_plus_gamma_20_min,mec1_plus_gamma_30_min,mec1_plus_gamma_45_min,mec1_plus_gamma_60_min,mec1_plus_gamma_90_min,mec1_plus_gamma_120_min,DES459_mec1___mock_irradiation___5_min,DES459_mec1___mock_irradiation___30_min,DES459_mec1___mock_irradiation___60_min,DES460_wild_type_Plus_heat_20_min,DES459_mec1_Plus_heat_20_min,MHY1_dun1_Plus_heat_20_min,DES460_vs_DES460_YPD_log_phase_control,DES459_mec1___log_phase_IR_time_=_0_sample,DES459_mec1___log_phase_MMS_time_=_0_sample,DES460wt_vs_DES459mec1_genomic_DNA_comparison,DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2,DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA,MHY1_crt1_vs_CRY1_wild_type,MHY1_crt1_vs_CRY1_wild_type___log_phase,pRS_ROX1_GAL_media,classification,id
0.038998,0.845256,0.113231,-0.234828,-0.048244,-0.910452,-1.211197,-0.301091,-0.418716,-0.679843,-0.373948,-0.000853,-0.304228,-0.833357,0.553506,0.16516,-0.401917,1.58233,1.611635,0.493209,-0.46578,1.75622,2.866755,1.190548,0.721353,0.543731,3.088936,2.130929,1.530999,1.398409,1.894029,1.127306,0.33188,0.773312,1.371855,1.41883,0.752562,1.521718,1.367118,2.336387,0.775022,0.572038,-0.250292,-1.192274,-0.00818,-0.16307,-0.14098,-0,1.144101,1.589114,-0.505144,-0.055335,01.01.06.05.01.01@01.02.03.01@16.21.07,3351
-0.788367,-0.800558,0.179632,-0.877433,-0.588132,-0.918925,-1.339561,0.836525,0.932063,1.107433,0.761191,0.927923,0.704958,0.097408,0.297433,-0.468103,-0.447142,0.575913,0.236608,0.374681,-0.021651,-0.234422,0.638328,-1.371561,-0.297188,0.262519,0.140478,0.377526,0.056151,-0.03281,0.909621,0.701653,0.8027,1.101679,0.837857,1.114634,0.381117,-0.142145,1.063226,0.731816,0.833985,0.618877,0.710109,0.913618,0.44432,-0.035702,-0.562758,0.699002,0.304737,-0,-0.01214,0.437534,01.01.06.05@01.01.09.03@01.01.13@01.02.07@11.02.03.01@11.02.03.04@18.02.09,3352
-1.666576,-1.472268,-1.446171,-0.99746,-1.41535,-1.605182,-0.913326,0.075197,0.704967,0.170106,0.421906,-0.484264,0.545852,0.330683,-0.659077,-1.150242,-1.278411,-0.807726,-0.433717,-1.386317,-1.479146,-0.930286,-0.802501,-1.782886,-0.945985,0.500095,-1.092283,0.588012,-0.781199,0.310068,0.469983,0.373413,0.260683,1.041057,0.285535,0.673549,1.152826,-0.32596,-0.427908,0.258382,-0.22736,-0.19979,0.125162,-2.635004,-0.147977,0.032425,-0.848172,-0.165673,-1.185296,0.182764,0.366719,-0.207178,01.01.06.05@01.01.09.03@01.01.13@01.02.07@11.02.03.01@11.02.03.04@16.03.01,3353
0.995784,2.939702,2.278285,2.326359,2.371185,1.587185,1.456472,-0.598622,-0.501297,3.55931,-0.359287,-0.589451,-0.613348,-0.891676,1.279047,-1.05249,-0.429913,3.242991,2.72197,0.636196,0.908309,2.217256,3.672958,-0.42254,0.825998,0.41767,-1.049072,-1.120977,0.008085,1.536584,1.244129,0.468708,0,0.932444,-0.308669,0.524493,1.040752,1.13775,-0.002974,0.564555,0.41679,0.233982,0.523742,-4.550414,-2.921841,-0,-0.093411,0.040759,-1.235181,-0,-1.248292,0,01.01.13@01.02.07.03@11.02.03.01@11.02.03.04.01@16.03.01,3354
-2.53554,0.064486,-0.100055,-0.157272,0.72773,1.161875,0.977575,-0.826145,-0.580928,0.111854,-0.491232,-0.320889,0.17309,0.25137,-0.327688,0.823923,0.13647,0.095544,0.604428,0.745318,0.92082,1.045276,1.73187,2.711956,2.586353,0.37161,0.351445,-0.192137,0.121925,-0.10275,2.312642,0.782124,0.189486,0.707639,0.330035,0.570123,0.416341,0,0.499222,0.261217,-0.674593,0.542509,0.882872,0.35628,0.551008,0.266427,-0.331256,0.2394,0.055314,0.682192,0.286576,2.065496,01.05.02.07@02.10,3355
-0.621969,0.0397,0.312432,0.17511,0.44406,0.590841,0.916685,-0.656961,-1.055765,-0.348866,-0.539402,-0.495454,-0.576981,-0.061218,0.073996,1.497562,1.379066,-0.104855,-0.220588,-0.402341,-0.459525,-0.544652,-0.449012,0.365421,0.367887,0.138883,0.793714,-0.027997,0.053621,0.286186,-0.304163,-0.05224,-0.742966,-0.845785,-1.167255,-0.242081,1.328942,0.847731,-0.425333,-0.464525,-0.163946,0.378572,0.416275,-1.379229,-0.394461,0.86476,-0.131466,0.597734,0.866482,0.34924,-0.305999,1.196752,01.05.02.07@02.10@42.16,3356
0.547435,0.825427,0.910036,1.316288,1.382916,1.221181,0.776801,0.223962,0.359899,0.559335,0.742342,-0.193322,0.586765,0.330683,0.646395,1.006677,0.851447,0.944294,1.004905,1.140413,0.37035,1.685126,1.872438,1.847182,2.628211,0.900094,0.659,1.56899,0.316716,0.206011,0.259721,0.530121,0.161926,0.586396,0.330035,1.26369,1.543483,1.091456,0.421961,1.083348,-0.53664,0.457995,1.046113,-0,-1.051138,-0.508148,-0.343941,0.032969,-0.257008,0.935633,0.541578,0.81092,01.01.03.02.01@01.05@02.10@16.21.07,3357
-0,0.790726,1.270207,0.673683,1.115717,1.699019,2.27109,-0,-0.448209,0.175401,0.551756,0.659361,1.114087,1.956607,0,0,0,0.52876,0.532239,0.448055,0.155583,-1.326691,-0.9286,0.370376,2.818897,0.279489,0.758129,-0.055032,0.263591,0.586418,-0.025089,-0.386833,-1.291873,-1.166574,-2.130546,-0.917397,0.646892,0.57269,0.303494,0.096791,0.684908,0.14234,0.244872,-1.224021,0.357867,1.196509,-0.036328,0.430252,0.157252,-0,0.43472,-0.446145,01.01.03.02.01@01.05.02.07@02.10@11@16.21.07,3358
-0.048823,0.686623,0.891926,1.020837,1.379256,1.151708,1.097711,-0.099821,0.1446,0.088023,0.18315,0.166998,0.177635,0.092743,1.088248,1.312683,1.178786,0.0646,0.339735,0,0.09303,-0.034066,-0.324981,0.278695,-0.390206,0.189792,1.49016,1.310228,1.697963,1.642347,1.370286,2.429676,0.736096,1.227973,0.382388,-0.47327,-0,0.198252,-0.281113,1.576626,-0.324149,-0.197753,-0.39857,-0.924187,1.145144,-0,3.185678,-3.04792,0.959744,-0.14025,-0.490572,0.654098,01.01.03.02.01@01.05@02.10@16.21.07,3359
1.319334,1.675598,1.841653,1.264584,0.101826,0.867038,0.554632,-0.306925,-0.082496,-0.00465,0.193622,0.22071,-0.063296,0.055419,1.479889,0.201285,0.216151,2.149636,2.426339,2.607911,2.20942,0.683341,1.287424,1.034443,1.135281,-0.324146,-0.502591,0.756014,-0.047569,0.525007,0.900064,0.816007,0.772843,0.189831,1.214797,-0.607117,-0.112007,0.629877,0.682072,0.442653,1.026451,0.755322,0.402672,-0.31041,0.777258,1.012863,-0.734006,-0.414948,-0.116029,-0.249577,-0.378857,1.122075,01.05@01.07@02.01,3360
0.441125,1.130299,0.976436,0.304369,0.389156,0.150281,-0.18593,0.130619,-0.288947,-0.137041,-0.76978,-0.808776,-1.145216,-1.227591,1.00289,-0.584981,-0.279165,0.911876,1.016936,1.083971,0.812394,0.489448,0.708612,0.860993,0.739957,0.330398,0.997056,1.188571,1.723261,0.252069,0.406904,0.464473,-0.168796,0.508094,0.769798,0.743515,0.68852,0.371174,1.537092,1.162726,-0.620079,-0.120367,-0.372723,-0.451508,0.179442,0.863279,-0.226604,-0.220202,-0.376297,0.125615,-0.233142,-0.122544,01.05@01.07@02.01,3361
0.760054,1.633462,-0.560833,0.012612,0.665506,1.002595,0.985804,-1.149929,-0.663508,-0.960512,-1.685012,-1.959115,-1.031569,-0.95466,-1.796344,-0.353351,0.056788,1.32741,1.553197,0.869491,-0.209311,0.049955,0.400601,2.109835,1.877095,1.872212,0.625957,1.599887,2.312695,1.642347,1.488797,1.084952,0.343364,-0.282511,-0.515463,0.640088,-0.108805,1.19766,0.156699,0.139315,0.272162,0.743103,1.315461,0.472686,-0.20132,0.331592,-0.404195,0.504255,-1.046487,-2.229898,-1.42315,1.251515,01.05.02.07@02.10@02.11@02.13.03@16.21.08@20.01.15,3362
-2.225856,0.587478,0.402978,0.669989,-0.073866,0.353616,0.250179,-0.686131,-0.973185,-0.399175,-0.70695,-0.652115,-0.799729,-0.460118,-0.591293,-0.019719,0.030946,-0.250734,0.27614,0.019095,1.235672,3.484029,0.537036,0.514092,0.788791,1.300093,-0.693224,-0.559038,-1.125246,-0.252866,-0.441789,-0.600718,-0.88536,-0.312822,0.398093,0.253759,-0.038359,-0.037303,0.192754,1.100357,0.00627,-0.28634,-0.244851,1.238144,0.611709,0.753684,-0.229775,0.328983,1.577881,0.021257,-0.077712,-0.39885,10.01.03@16.03.01@16.03.03@32.01.09@42.10.03,3363
-0.714413,-0.059446,-0.391814,-0.286532,-0.289821,-0.03611,-1.140432,-0.598622,-0.053003,-0.719561,-0.539402,-0.764016,-0.645169,-0.50444,-0.101741,-0.988739,-0.946764,-0.782676,0.209108,-0.125774,0.645585,-0.092234,0.998018,0.712321,1.014358,1.27585,0.412448,0.5127,0.357192,0.664888,0.498655,0.413649,0.405374,1.015798,0.691269,1.583096,0.464372,0.371174,0.785087,1.094687,0.268825,-0.331143,0.117,0.500906,0.449839,0.774418,0.249086,-0.726542,-0.484742,0.895878,0.859723,-0.446145,10.01.03@32.01.09@42.10.03,3364
0.057487,-0.183378,-1.122218,-0.847888,-0.621074,-1.003648,-1.277025,-0.808644,-1.315303,-1.543032,-0.642025,-0.412648,-1.049752,-1.164607,0.119185,-0.04097,-0.688339,-0.464395,-0.81185,-0.46819,-1.268549,-0.363685,-0.548237,1.153381,-0.692512,0.153429,0.465825,0.835187,0.293948,-0.633274,-0.854667,1.663078,-0.536265,-0.014766,0.264594,0.165542,0.534819,0.906279,-0,0.541876,-0.297448,0.147431,0.070748,-1.280461,0.38178,0.67667,-0.984536,0.087498,1.070358,-0,-1.602865,0.235906,10.01.09.05@11.02.03.04@16.03.01,3365
-1.985504,0.535426,-0.250965,-0.120341,0.29765,0.336672,-0.087188,-2.363386,-2.029034,-0.322388,-1.502804,-0.920677,-1.486157,-1.064299,-0.016383,-1.050365,-0.819705,-0.402507,-0.71216,-0.327084,-1.183059,1.782073,0.030575,0.692498,0.295798,0.35464,1.660459,0.613115,2.011653,-0.539451,-1.063018,-0.238595,-0.889954,0.96528,-0,-2.261944,0.144161,0,0.063986,-0.694155,-0.453201,-0.150914,-0.495154,-2.384555,0,-0.348197,-0.524703,0.313404,0,-1.342853,-0.019426,0.1911,01.07.01@11.02.03.04.01,3366
-1.828351,0.262777,-0.582966,0.064316,0.431249,0.936511,0.424622,-2.115444,-1.061664,0.159514,-0.849366,-1.104194,-0.231494,-0.271166,-1.306792,-0.149347,-0.580661,0.331308,-1.351548,-0.257472,0,0.920323,-0.296041,0.134979,0.107438,0.977669,-0.611887,-0.895043,0.89603,-1.441853,-1.900242,-2.055561,-1.248236,-1.055435,-0.379345,-0.652746,0.092928,1.081925,-0,0.144985,-1.893916,-1.102971,-0.005431,-0.69843,0,0.020577,0.179318,0.321194,-0.52812,1.382883,-0.203999,1.174349,01.07.01@10.01.05.01,3367
-0,0.609785,0.908023,-0.316077,0.089015,0.241782,0.228785,0.950287,0.047273,-1.161746,-0.162418,-0.141848,-0.542887,-0.275831,-0.038978,-0.485104,-0.141338,-1.24831,-0.658878,0.167726,0.113881,-0.169791,1.173729,0.201882,-0.099526,1.026154,3.846385,2.051755,2.292457,0.217952,0,0.106586,0.779733,0.556086,1.515825,-0.153864,0.012875,0.496441,2.067617,1.896973,0.153123,-0.282267,0.266637,-3.269947,1.097319,0.219034,2.275524,-2.650638,0.007598,-0,0.412863,1.146967,01.01@01.07.01@01.07.07@11.02.03.04.01,3368
-1.856084,-1.893635,-2.967343,-2.908656,-2.429241,-2.374468,-2.967152,-1.109091,-1.144244,-1.590692,-2.277714,-2.353005,-2.372603,-2.627239,-1.796344,-1.173618,-1.874943,-1.136322,-1.354985,-1.945095,-2.356978,-0.997071,-0.738419,0.7371,-0.911103,-1.305962,0.829299,0.891188,-0.687598,-1.812025,-1.603964,-0.306361,1.783383,2.968314,4.041847,1.826453,0.784583,0.386152,1.457256,-0.308604,-1.796014,-1.263853,-2.267679,0.095248,-1.07873,-0.973189,-0.385167,0.122552,0.621396,1.243738,0.009717,-0.212157,01.04@01.05@01.07.04@20.01.25,3369
-0.067311,-0.128848,-0.440105,-0.338236,-0.218446,-0.422447,-0.480509,-1.316196,-0.330237,0.792342,-0.468194,-1.135526,-0.23604,0.053086,1.279047,-0.117471,0.11278,0.004185,-0.103711,-0.714654,-0.4491,-0.124549,0.282772,0.665242,-0.406484,-0.256267,-0.7161,-1.769813,-0.110813,-0.965917,-1.126096,-0.986135,-1.85456,-1.1691,-1.248402,0.217255,0.999124,0.971636,0.300919,0.198849,-1.522334,-1.257744,-0.370003,-0.899495,-0.502987,0.002805,0.00807,0.340668,-0.23315,-0,-0.301142,0,01.01.06.04.01@01.01.06.05@01.01.09.02@01.01.11.02@01.04,3370
0.556679,0.587478,0.745041,0.766011,-0.189164,0.021502,0.240305,0.069363,-0.595674,-0.428301,0.128697,-0.041137,-0.417875,0.323685,0.33258,-0.147222,-0.468677,-0.241893,-0.383873,-0.376001,-0.221822,-0.408927,-0.490356,-0.249089,-0.271608,0.698882,-1.262581,-0.253931,-0.437152,-0.109574,-0.229616,-0.552011,-0.483441,-0.661395,-0.279875,-0.853516,-0.842088,-0.181631,0.321522,0.672282,0.731633,0.496688,0.145567,0.490323,0.387298,0.84995,0.020755,0.893748,-0.402324,0.65486,0.497863,-0.575586,11.02.01@11.02.03.04@18.02.03@20.01.10,3371
-1.014852,0.904743,0.157498,0.429936,0.081695,-0.28689,0.194225,0.188959,-0.737241,0.027124,-0.363476,-1.19819,-0.783818,-0.712055,-0.106762,0.626294,0.108473,-1.42808,-0.172462,-0.150232,-0.011226,-0.460632,-0.320847,-0.524132,-0.562288,0.134035,-0.616971,-1.771744,-1.044294,0.76724,0.437488,1.091305,0.32499,-0.156216,-1.442107,0.192919,-0.259304,1.269824,-1.460628,-0.651631,-0.525515,0.19427,0.221746,0.53618,0,-2.226134,-0.258317,1.579256,1.749224,-0,0.264719,-0.219625,01.02.02.09@01.03.13@11.02.03.01.01@11.02.03.04.01,3372
-0.076556,-1.348336,-0.15237,-0.406559,-0.542379,-0.380086,-0.868893,0.515659,0.60469,-0.00465,0.673228,0.833926,0.545852,0.111405,-0.563677,-0.236474,-0.56128,-0.293466,0.138638,-0.424918,-0.643015,-0.561887,0.557708,-0.680237,0.309751,0.252822,0.163354,0.043453,-0.500396,-0.397865,0.27119,0.072703,0.20786,0.619233,0.809063,0.11687,-0.304134,-0.67725,0.223658,0.547545,0.070796,-0.078619,0.11836,0.864234,-0.078078,-0.049031,-0.531045,-0.072194,-0.946717,0.075921,0.233147,-0.130012,10.01.09.05@11.02.03.01@11.02.03.04@14.07.04@18.02.09@42.10.03,3373
1.3748,0.520555,0.447245,-0.445337,0.281179,-0.075083,-0.054275,0.016858,1.094274,0.83206,0.897324,0.972683,0.764054,0.419327,-0.033957,0.133284,-0.479445,-0.353881,0.537396,0.647485,0.255669,0.192144,0.334451,0.467013,0.244639,1.382517,2.801716,2.020858,1.414631,0.533536,1.639803,1.836727,1.34242,1.945327,1.746178,1.738236,1.344952,0.987975,2.538908,1.125872,0.437928,-0.782224,-0.357759,-0.176366,0.341312,-0.229716,-0.737178,0.24719,-1.163607,-0,-0.650859,-0.33413,01.01.13@01.02.07@10.01.03@10.01.09.05@10.03.02@11.02.03.04@16.03.01,3374
-1.176628,-0.790643,-0,0.199115,0.273858,0.458673,0.659956,-0.102738,0.321558,-0.189997,-0.070267,0.117762,0.036713,0.636273,0.149312,0.201285,1.271389,2.54012,1.769764,1.200618,-0.165524,-1.143569,-0.1348,-1.148553,-0.950636,2.95827,-0.266206,2.526796,0.835316,2.995096,2.941516,2.224262,0.841743,0.914762,1.487031,-0.290753,-1.556159,1.004314,-0.68802,0,-0.116107,0.32766,0.221746,0.14816,0.313721,-0,-1.349232,-0.130618,0.365466,-0,0.41772,1.903696,01.06@10.01.09.05@11.02.03.04.01@32.01.06@34.11.09,3375
-0.187487,2.109359,0.463342,0.989445,1.750772,1.624463,1.591419,-2.52382,-0.126736,0.792342,0.260641,0.2319,0.082172,-0.000567,-0.189609,-0.336351,-0.983375,-0.073911,0.693805,0.559058,0.232733,0.616556,0.712747,-0,-0.166964,1.094032,0.519202,2.432174,1.442458,0.881532,0.963142,0.388237,0.088432,-0.237045,-1.274578,-0.792676,0.275448,1.321565,1.464982,2.65957,0.712721,-1.123336,0.91416,-0.941825,-0.311686,-1.989171,-0.550073,0.773005,0.081341,1.343127,-1.454722,1.458122,01.04@11.02.03.04@14.07.03@30.01.05@40.20@43.01.03.05,3376
1.148315,-1.216968,-1.665494,-1.977987,-1.166453,-0.417364,-0.831042,-1.079921,-2.185347,-2.305603,-2.080845,-1.786788,-1.477065,-0.991984,-2.019781,-0.869736,-0.587122,-0.722262,-1.7864,-0.526514,-1.591742,-1.322382,-1.530151,-0.749617,-0.364626,-0.88172,-1.422713,-0.221103,-0.292956,-0.928388,-2.525294,-3.192754,-2.754859,-2.331011,-3.154043,-3.667331,-2.081304,0.220038,-0.391853,-0.404992,0.39009,0.567965,-0.444821,0.867761,1.415541,0.454517,-0.432736,0.157607,-1.638596,0.110707,-1.085576,0.011875,01.05.25@11.02.03.04.01,3377
-1.084185,-1.8862,-1.470317,-1.538504,-0.734542,-0.63595,-0.60229,-1.240355,-1.465718,-1.058481,-0,0,-1.067936,-1.157609,-1.683371,-0.54248,-0.408378,-0.723735,-1.210608,-0.660093,-0.351099,-0.13963,-0.258831,-0.083072,-0.425087,-0.028389,0.137936,-0,-0.449801,-0.136868,0.617166,1.192954,0.520208,0.972858,0.049947,1.348865,0.486787,0.687063,0.040807,1.511422,-0.556666,-0.405475,0.467968,0.451521,0,-1.694447,-0.255145,0.371828,0.799246,0.709524,0.272004,-0.909144,11.02.01@11.02.03.01,3378
0.223884,-0.85013,-0.401875,-0.546898,-0.769315,-0.808785,-1.063085,0.638172,0.212434,-0.340923,0.164301,-0.119468,-0.431512,-0.187187,-1.211392,-1.046115,-0.841241,0.595069,0.112856,-0.603651,-0.991229,-0.859191,-0.868651,-1.183243,-0.764601,0.262519,-1.328668,-2.186922,-1.016466,-0.005516,-0.265934,-0.704484,-0.713109,-1.151419,-1.834753,-1.261139,-1.52734,0.188721,-1.563642,-1.218617,-0.63343,-0.236446,0.240791,-1.139362,0.670571,0.358251,3.19202,-2.191036,1.011798,-0.525381,0.286576,-0.087695,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,3379
-2.609495,0.307392,-0.544736,-0.731554,-0.112299,0.07403,0.060924,-2.173784,-0.813922,0.498435,-1.251481,-1.023625,0.011711,-0.856685,-1.432318,-1.434998,-1.140584,-0.822461,-0.222307,0.295661,0.218137,-0.128858,0.72515,0.246483,0.928317,0.342519,-0.266206,0.0029,0.023264,-0.317689,-0.522071,0.348001,-0.556935,-0.042551,-0.879314,-1.188131,-0.329751,0.574051,1.194569,2.132272,-0.759145,-0.476752,0.136045,-1.541492,-0.387103,-1.818853,-0.271002,-0.220202,1.170128,0.630013,-0.179713,0.128869,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,3380
1.065116,-0.860045,0.085061,-0.428718,-0.723562,-1.022287,-0.883704,0.824857,0.737409,-0.35681,0.549661,0.632505,0.257188,0.347012,0.38028,-0.402227,0.132162,0.117647,-0.194806,-0.475716,-0.321908,-0.018985,-0.310511,-1.143597,-0.539034,0,0.056599,-0.279035,0.139633,0.373185,0.347648,0.261176,0.616669,0.11658,-0.387198,-0.649704,-1.021406,-0.064535,0.164425,0.042928,0.083034,0.319514,0.035379,0.977112,0.236465,0.349364,-0.512018,0.23161,0.293893,-0.202368,0.22829,-1.292487,10.01.09.05@11.02.03.04,3381
-1.398491,-0.604745,-0.009509,0.267438,-0.068376,-0.019165,-0.103645,-0.814477,1.244688,0.842651,0.654379,0.780214,0.809513,0.242039,-0.124335,0.197035,0.061095,-0.767941,-0.323715,-0.082501,0.015881,0.144748,0.956675,-0.353159,0.391141,0.495246,1.6325,1.561266,2.0496,0.337362,0.670687,0.773654,0.106806,0.69501,0.429505,1.035543,0.368309,0.918534,2.134576,0.530536,-0.824783,0.047643,0.420356,-0.740759,-0.33192,-0.654769,-0.385167,0.282244,-0.569329,1.676079,0.034003,0.220971,11.02.01@11.02.03.01@16.03.03,3382
-1.269071,-0.158591,-0.593027,-1.536657,-0.745523,-0.554615,-0.654953,-0.686131,-0.642863,-1.037299,-1.06299,-0.719255,-1.145216,-0.761042,-1.131055,-1.222494,-1.323635,-0.37009,0.157544,0.030383,0.520478,-1.27714,0.171144,2.223817,-0.236727,0.887972,0.488701,-0.182482,0.331894,2.384398,-0.17036,0.60424,0.543175,-0.365866,-0.931667,1.157221,-0.240092,0.602645,1.995507,1.519927,-0.52774,-0.064363,-0.767222,0.853651,0.245662,0.701848,-0.131466,0.286139,-0.853455,0.572864,1.078296,1.420784,01.05.25@10.03.01.01.01@10.03.03@11.02.03.01@11.02.03.04.01,3383
-1.176628,-0.431241,-0.23688,0.031077,0.15673,-0.361447,-0.105291,-0.044398,0.498516,0.035067,0.528718,-0.365649,0.716322,0.612945,-0.603845,0.286287,0.280757,-0.39956,-0.639971,-1.192532,-0.797313,-0.290436,-0.835576,-1.829965,-1.225037,-0.021116,-1.10245,-1.343049,-0.320783,-0.60598,-0.027,-0.037416,0.439824,0.088795,0.288153,0.144248,0.054502,-0.236095,-0.577279,-0.161187,-0.290773,-0.408529,-0.148267,0.317478,-0.745793,0.638164,0.322025,0.457516,0.059652,-0.234669,0.680007,-1.103304,11.02.03.04@14.07.03@18.02.01,3384
0.496591,-0.54278,0.348651,0,-0.55702,-0.186917,0.209036,-0.280673,0,-0.611,-0.049323,0,-0.156487,-0,-0.24233,-0.674232,-0.147799,0.229635,0.379267,1.166753,0.770692,0.627328,1.95926,0.903116,1.784077,0.890397,1.523203,1.188571,1.971177,0.463596,0.783464,1.068011,0.30432,0.687432,0.869269,1.126802,1.389782,0.910364,2.05474,2.140777,-0.393125,-0.549047,-0.357759,-2.176435,0.322918,-0,-0.619841,-0.547376,0.595369,-0,0.170004,0.723797,10.01.09.05@11.02.03.01.04@11.02.03.04,3385
-0.298419,-0.23295,-0.257001,-0.175738,-0.379497,-0.349585,-0.284672,0.247298,0.530958,-0.137041,-0.937329,-0.428314,-0.395145,-0.177856,-0.05153,-0.521229,-0.645268,0.735053,0.535677,1.178041,-0.209311,-0.781634,-0.324981,0.291085,0.205106,0.791003,0.437866,0.686496,0.357192,0.525007,0.288393,0.540709,-0.605165,0.290867,1.110091,0.092535,0.68852,0.044393,-0.039029,0.442653,0.52693,0.205471,0.151008,-0.380959,-0.519542,0.731468,-0.353454,0.636683,-1.17879,-0.430962,0.058289,-0.022975,10.03.02@11.02.03.01.04@43.01.03.09,3386
-1.084185,-0.867481,-0.613148,-0.650305,-1.159132,-0.391947,-0.515069,-0.423604,0.020729,-0.086733,0.386302,0.019289,0.302647,0.162725,0.498275,-0.159972,0.808376,0.366672,0.43255,1.196855,1.47963,0.554079,1.436262,1.430901,1.484096,-0.178692,1.233441,1.13064,0.458382,-0.464393,-0.265934,0.7313,0.685569,0.962754,0.754092,0.345018,0.176182,0.139704,1.634956,1.548276,-0.653455,-0.623379,-0.481551,-1.11467,0.525255,1.126901,-0.290029,-0.88234,-1.436889,-0,0.582864,1.244048,11.04.01@20.09.01,3387
0.089842,0.205768,-0.156394,-0.205283,-0.641206,-0.097111,-0.187576,0.253132,-0.365629,0.355453,-1.272425,0.292327,0.229913,-0.14753,-0.232288,0.012156,0.117088,0.307731,0.363798,0.011569,0.270265,0.230923,0.873987,-0.031037,0.205106,0.90979,0.303152,1.296711,-0.062748,-0.072045,0.192819,-0.11577,-0.030995,0.139313,0.010683,0.11687,0.464372,0.439254,0.23396,1.950837,0.42569,0.517053,-0.344156,-0.596134,0.306363,-0.031258,-0.607156,0.130342,1.144101,0.478445,-0.257428,-0.092673,11.02.03.01@11.02.03.04.03@18.02.09,3388
-0.293797,0.163631,0.13134,0.138178,-0.214786,-0.25639,-0.004904,0.486489,0.56635,0.498435,0.298339,0.19833,0.332195,0.382003,0.121696,0.573168,0.222611,0.835253,0.846777,0.015332,0.547585,0.355876,0.545304,0.068077,0.237662,0.604337,-1.1177,-1.269668,-1.041764,0.368068,0.227226,-0.482128,-0.421431,0.679854,-0.09664,0.144248,0.269044,-0.573769,-2.454717,-2.400783,0.926325,0.714592,0.579516,0.116413,0.814046,0.673708,0.252257,0.219925,-0.172421,-0,0.272004,-1.825184,11.02.03.01@11.02.03.04@18.02.09@34.11.03.07@41.01.01,3389
0.270106,0.01987,-0.259013,-0.155426,-0.293481,-0.202167,-0.444304,0.746099,-0.005814,-0.401823,0.051206,0.283375,-0.220129,-0.418129,-0.036467,-0.274724,-0.139184,-0.234525,0.00801,-0.338373,-0.349014,-0.443397,-0.548237,0.077989,-0.715767,0.512216,1.548621,1.456989,0.911209,-0.529216,-0.545009,-1.231785,-0.244587,0.379273,-0.31914,-0.260333,-0.377782,-0.467565,1.41605,0.643933,-0.13947,0.038479,0.303367,0.709026,0.319239,-0,0.071495,0.25498,0.799246,-0,-0.152998,-0.33164,10.03.04.01@11.02.03.01@11.02.03.04@18.02.09,3390
-0.487927,-0.213121,-0.721804,-0.469342,0.028621,0.109614,-0.347208,-0.312759,-0.297795,0.119797,-0.531024,-0.267177,-0.224675,-0,-0.603845,0.16941,0.259222,-0.048861,0.068168,-0.389171,0.372435,0.506683,-0.467617,0.196926,-0.183242,-0.195661,-0.024737,0.168971,-0.386557,-0.072045,0.148855,-0.111535,0.251496,-0.065284,0.256741,-0.692292,3.509578,0.579498,0.543003,0.201684,0.471304,0.425411,0.609444,0.310423,1.205846,0.550783,2.288209,-1.758699,1.098554,0.456083,-0.191856,0.230928,01.04@01.05.25@14.07.03@30.01.05,3391
