chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,16.03.01@32.01.09@42.10.03,1214
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.57,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.07.03@30.01.05.01@32.01@34.01.01.01,1215
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@10.01.05.03.01@10.01.05.03.03@32.01.09@34.11.03.07@42.10.03,1216
C,20.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.01@02.45,1217
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.06@01.20.17.01@20.01.03@20.09.03@20.09.04,1218
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.01@11.02.03.01,1219
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.03.01@14.10@16.03.03@20.09.07,1220
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@02.11@02.13@02.16.03@42.16,1221
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.01.05.01@10.01.05.03@32.01.09@42.10.03,1222
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.01.03.03@10.01.09.05@11.02.03.04@16.19.03@34.11.03.07,1223
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03@10.01.05@10.01.09.05@11.02.03,1224
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04@32.01.04,1225
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.01@16.01@42.04,1226
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@10.01.05.03.03@32.01.09,1227
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@18.02.03@20.09.07@20.09.13,1228
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.01@11.02.03.01.01@11.02.03.04,1229
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.01.03.05@01.01.13@01.02.07@11.02.03.01@11.02.03.04@18.02.09@20.09.16.09.03,1230
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.05@14.13.01,1231
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@10.03.01@14.07.02.02@42.01@43.01.03.09,1232
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,02.11@02.13.03@42.16,1233
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04@30.01@43.01.03.05,1234
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.09.07.27@43.01.03.09,1235
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04,1236
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.01.05.01.02@01.05@01.07.01,1237
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,16.01@42.19,1238
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@12.07@16.01@30.01@40.01,1239
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.03@16.01@40.01@42.04@43.01.03.05,1240
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01.07@11.02.03.04@18.02.09,1241
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.06@14.04@14.10@16.01@20.03@20.09.04@42.16,1242
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,43.01.03.05@43.01.03.09,1243
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04.01@11.02.03.04.03@16.03.01,1244
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.09@10.03.04.03,1245
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,43.01.03.05,1246
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01@14.07.03,1247
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04,1248
C,20.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.57,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.02@11.02.03.04@14.07.03@14.13@18.02.01@32.01@43.01.03.09,1249
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.01@14.07.11@14.13.01@43.01.03.09,1250
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.11.01@14.13.04,1251
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.03@20.09.04,1252
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.01.05.01.02@01.05@01.20.17.01@02.16@02.45,1253
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@11.04.03.03,1254
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04,1255
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.09.07.27@40.01@42.04@43.01.03.05,1256
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.01.01@42.16,1257
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@20.09.07.05@20.09.07.27,1258
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@18.02.01,1259
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@10.03.01.03@32.01.09,1260
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.01@14.04@14.07.02.02@16.01@32.01.07,1261
C,20.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.09.07.03,1262
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.05@14.13.01,1263
C,21.0,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.59,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.01@11.02.03.01.01@11.02.03.04,1264
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@20.09.07@20.09.13@20.09.16.09.03@42.25,1265
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,34.11.03.07,1266
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.09.05@10.03.01@16.01@32.01@40.01@40.20@42.04@43.01.03.05,1267
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.27@32.07,1268
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.37,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@02.13@12.07,1269
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03@10.01.05.01@10.01.09.05@10.03.01.03@16.03.03@32.01.09@42.10.03,1270
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.11@20.09.14@42.04,1271
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@42.01,1272
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,42.01,1273
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.06.02.01@10.03.01@10.03.02@11.02.03.04@43.01.03.09,1274
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@12.04.02@16.19.03,1275
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.03@14.07.03@14.10@20.09.18.09.01@42.04.03@43.01.03.05,1276
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,16.17.01@20.03@20.09.04,1277
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@01.06@20.09.18.09.01@30.01.09.11@42.01,1278
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.11@14.07.05@14.10@14.13.01.01@16.01@16.19.03,1279
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,16.03.03@40.01.05@43.01.03.05,1280
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.01.05.01@10.01.05.03.01@10.01.05.03.03@10.03.02.01@16.01@16.03.01@16.19.03@32.01.09@42.10.03,1281
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@01.06@10.03.03@20.09.07.06@30.01.09.11@43.01.03.09,1282
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,18.02.03@20.09.07@20.09.16.09.03,1283
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.01.05@10.03.01.03,1284
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03.05@10.03.01.01.09@16.03.01,1285
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@20.09.16@34.11.03.07@40.01@41.01.01,1286
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@14.07.02.01,1287
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.01.01.01.01@34.01.01.01,1288
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11,1289
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.13,1290
D,20.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.03.01@20.09.18,1291
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.37,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05,1292
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@20.09.07.27@20.09.13@20.09.18@42.25,1293
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,40.10@40.20@42.01,1294
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04,1295
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@10.03.03,1296
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@14.07.04@42.04,1297
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.02@16.07@43.01.03.09,1298
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03@16.19.03,1299
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.02.01@16.03.01,1300
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01@14.07.03@40.01.03,1301
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.01@10.01.02@10.01.03.05@10.03.01.01.09@10.03.04.03@11.04.01@11.04.02@16.03.01,1302
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07,1303
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.01.01.01@34.01.01.01,1304
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.03,1305
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03@10.01.05.01@10.03.02@43.01.03.09,1306
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@16.19.03@20.01.13@20.03.25,1307
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.03,1308
D,20.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@11.02.03.01@11.02.03.04@32.01.03@32.05.01.03@34.11.03.13,1309
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,42.01@43.01.03.05,1310
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.03.01,1311
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04@20.01.27,1312
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@01.06.02.02@30.01.09.03,1313
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@10.03.02@10.03.04.05@10.03.05.01,1314
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.06.02,1315
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.06.02.01@10.03.02@43.01.03.09,1316
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03.05,1317
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.05@14.10@14.13.01.01@16.01,1318
