alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-0.04,0.16,0.12,-0.38,-0.1,-0.27,0.07,-0.07,-0.06,-0.29,-0.2,-0.23,-0.32,-0.45,-0.38,-0.67,-0.3,0.43,-0.22,-0.4,-0.38,-0.56,-0.43,-0.07,-0.45,-0.3,-0.36,-0.81,-0.27,-0.47,-0.89,-0.51,-0.97,-0.6,-0.81,-0.69,-0.51,-0.64,-0.92,-1.64,-1.25,-0.38,-0.76,-0.58,-0.84,-0.89,-0.97,-0.47,-0.74,-0.92,-0.38,-0.01,-0.56,-0.62,0.12,0.64,0.16,-0.2,1.11,0.51,-0.01,0.65,0.12,0.44,-0.84,-0.27,-0.71,-0.38,-0.01,0.74,-0.01,0.2,-0.43,-0.12,0.37,-0.12,-0.45,0.6,0.16,20.01.01.01.01,879
-0.07,-0.03,-0.1,-0.3,-0.32,0.15,-0.03,0.28,0.03,-0.12,-0.09,-0.25,-0.3,-0.32,-0.09,-0.14,0.08,-0.14,-0.3,-0.45,-0.38,-0.1,-0.32,-0.3,-0.34,-0.54,-0.32,-0.36,-0.64,-0.4,-1.0,-0.34,-0.18,-0.07,-0.43,-0.06,-0.64,-0.38,-0.18,0.95,-0.45,-1.64,-0.69,0.7,-0.76,0.24,-0.6,-0.4,-0.25,-0.14,-0.42,-0.09,-0.56,-0.38,-0.34,0.23,-0.06,0.62,0.1,-0.15,0.24,0.15,0.06,0.15,-0.47,-0.4,-0.45,-0.56,0.32,0.44,0.44,0.16,-0.27,?,0.23,-0.34,-0.15,-0.15,-0.27,14.04@14.07.11.01@18.02.03@20.09.13@32.07@42.25,880
0.33,-0.12,0.36,-0.07,0.28,0.44,0.21,-0.04,0.2,-0.1,0.7,0.16,?,0.28,0.43,0.32,0.16,-0.03,-1.0,-0.6,-0.49,-0.47,-0.25,-0.32,-0.25,-0.34,0.07,-0.17,-0.12,0.14,-0.22,-0.27,-0.3,-0.3,-0.23,-0.29,-0.25,-0.23,-0.15,-0.14,-0.32,-0.34,-0.22,-0.04,-0.32,-0.36,-0.32,-0.29,-0.03,-0.64,-0.15,0.03,-0.04,0.82,0.23,0.11,-0.18,-0.84,0.12,-0.27,-0.25,1.08,0.56,0.16,-1.15,-0.74,-0.74,-0.79,0.62,-0.01,0.65,0.56,-0.18,0.14,-0.14,-0.1,0.01,-0.64,-0.56,01.01.09.04@01.01.09.05@01.01.09.06@01.04@01.05.11.04@01.20.15@16.19.03@16.21.07,881
-0.49,0.04,0.01,0.34,0.01,-0.09,-0.17,-0.15,0.52,-0.04,0.44,-0.22,-0.14,-0.09,0.32,-0.04,-0.18,-0.09,-0.81,-0.76,-0.34,0.03,-0.17,-0.32,-0.18,-0.67,-0.23,0.01,-0.29,-0.25,-0.69,-0.4,0.18,0.42,0.1,-0.06,-0.1,-0.14,0.32,0.19,0.08,-0.09,-0.17,-0.56,0.1,-0.18,-0.23,?,-0.54,-0.32,-0.25,-0.15,0.06,-0.51,-0.15,0.33,-0.3,-0.23,-0.04,-0.4,-0.29,1.01,0.15,-0.1,-0.6,-0.49,-0.54,-0.34,0.07,0.26,0.71,0.82,0.1,0.42,0.14,-0.51,-0.62,-0.67,-0.18,10.01.05.01@10.03.01.02@10.03.01.03@11.02.03.04@16.01@32.01.09,882
0.11,0.11,0.28,0.37,0.2,0.25,0.08,0.03,0.01,-0.07,0.3,0.3,0.18,-0.14,0.07,0.04,0.1,-0.17,0.46,-0.29,0.01,0.4,0.28,?,?,0.15,-0.03,-0.17,-0.15,-0.12,-0.23,-0.09,-0.27,-0.25,-0.3,-0.27,0.16,0.39,-0.27,-0.14,0.2,-2.32,0.01,0.18,-0.22,-0.07,-0.27,0.2,-0.18,-0.42,-0.71,-0.84,-0.25,0.28,-0.67,?,-0.14,-0.15,0.18,0.5,0.39,0.24,0.01,0.3,-0.32,-0.86,-0.09,-0.25,0.4,0.56,1.36,1.04,0.04,0.04,-0.17,-0.74,-0.49,-0.69,-0.23,01.01.06.05@01.05.13.03@01.07.01@16.21.07,883
-0.07,-0.23,-0.3,-0.01,0.16,0.14,0.33,0.26,-0.01,-0.04,-0.2,0.07,-0.07,0.03,-0.09,0.14,0.03,0.04,0.26,-0.23,-0.22,0.51,0.2,0.24,0.04,0.04,0.2,0.3,0.31,0.08,-0.04,0.29,0.59,0.34,0.16,-1.64,-0.97,-0.92,-1.47,0.56,0.48,-0.67,-0.71,0.01,0.11,-0.09,-0.22,-0.14,-0.79,-0.54,-1.18,-1.36,-1.36,0.01,-0.71,-0.97,-0.32,-0.14,-0.15,0.25,-0.3,0.73,0.29,0.58,-0.32,-0.42,?,-0.12,-0.04,0.49,0.82,1.47,-0.09,0.11,-0.07,-0.62,-0.58,-0.07,-0.69,11.02.03.04@14.07.05@14.13.01,884
-0.49,-0.3,-0.29,-0.32,?,-0.38,-0.17,-0.45,-0.43,-0.32,-0.12,0.1,0.1,-0.14,-0.25,-0.29,-0.29,-0.45,0.21,0.03,0.03,0.39,0.18,0.18,0.2,0.03,0.01,0.01,0.21,0.16,-0.07,0.29,-0.79,0.25,-0.71,-0.36,-0.64,-1.74,-0.47,1.36,0.66,-0.71,-0.76,0.32,-0.64,-0.69,-0.97,-0.34,-0.25,-0.6,-0.45,-0.22,-0.71,0.23,-0.4,0.15,0.08,-0.74,0.06,-0.14,-0.09,0.32,0.08,0.18,-1.09,-0.6,-0.36,-0.86,0.1,0.08,0.78,0.69,-0.71,-0.32,-0.14,-0.62,-0.43,0.49,-0.22,12.07,885
-0.36,-0.42,-0.38,0.7,-0.15,-0.58,-0.23,0.01,-0.3,0.1,-0.29,-0.27,-0.22,-0.14,-0.09,0.19,?,0.03,-0.27,-0.69,-0.51,-0.32,-0.22,-0.43,-0.51,-0.69,-0.36,-0.29,-0.71,-0.1,-0.58,-0.15,-0.3,0.28,-0.09,-0.89,-0.51,-0.36,-0.18,-0.6,-0.54,-0.32,-0.43,-0.06,-0.36,-0.47,-0.64,0.07,?,?,?,-0.04,0.04,-0.03,-0.04,0.45,-0.15,0.34,-0.18,0.14,0.3,0.38,0.2,-0.12,-0.49,-0.3,-0.58,-0.79,-0.06,0.44,1.48,0.66,-0.29,-0.17,0.5,-0.17,0.01,0.52,0.37,11.04.03.01@42.01,886
-0.36,0.01,0.03,0.12,-0.32,-0.14,-0.1,-0.18,0.01,0.37,0.29,-0.03,-0.23,-0.51,0.03,0.18,-0.42,-0.07,0.01,0.4,0.28,?,-0.51,-0.14,0.01,0.32,0.14,0.07,-0.03,0.08,0.01,0.07,-0.42,-0.54,-0.45,-0.25,-0.23,-0.34,-0.07,-0.29,-0.22,-0.07,-0.1,-0.58,-0.06,?,0.03,-0.2,-0.45,-0.38,-0.34,0.39,-0.36,0.06,0.29,0.87,0.45,?,0.29,0.12,0.49,0.32,-0.14,0.01,-0.74,-0.45,-0.45,-0.17,0.49,0.29,0.85,0.73,0.16,?,?,-0.2,-0.22,0.04,-0.71,14.07.11@14.13.01.01@30,887
-0.56,-0.94,-0.62,-0.69,-0.47,-0.76,-0.38,-0.4,0.01,-0.15,-0.1,-0.47,-0.45,-0.54,-0.07,-0.18,-0.2,-0.23,-1.0,-0.56,-0.12,-0.12,-0.27,-0.09,0.08,0.12,0.36,0.11,-0.45,0.06,-0.97,0.03,-0.54,-0.47,-0.29,?,0.37,0.31,-0.42,-0.22,0.2,-0.01,-0.12,-0.12,-0.54,-0.58,-0.4,-0.36,-0.25,-0.27,?,-0.12,-0.38,-0.62,-0.03,-0.23,-0.01,-0.15,-0.38,-0.34,-0.49,0.66,0.25,-0.1,-0.2,-0.34,-0.56,-0.92,0.19,0.34,0.2,0.04,0.04,-0.06,0.1,-0.17,-0.25,-0.38,-0.27,02.45.11@10.03.01.01.11@10.03.04.09@10.03.05.01@20.09.07@20.09.14,888
-0.51,-0.36,-0.49,-0.2,-0.43,-0.42,-0.09,-0.25,0.04,-0.07,0.07,-0.18,-0.15,-0.51,-0.09,0.03,-0.17,-0.15,-0.18,-0.04,0.08,0.11,-0.1,0.08,0.12,0.1,0.25,-0.06,0.06,0.36,0.23,0.01,-0.45,-0.04,-0.38,-0.17,-0.47,-0.45,-0.29,-0.32,-0.2,-0.89,-0.6,-0.2,-0.36,-0.92,-0.64,-0.1,0.03,-0.17,-0.06,-0.01,0.1,0.01,-0.1,0.38,-0.03,-0.74,0.14,0.12,0.34,0.92,0.37,1.29,-0.47,-0.43,-0.62,-0.38,0.2,0.26,0.59,0.23,-0.15,-0.01,0.29,-0.15,-0.34,0.52,0.52,10.01.09.05@11.02.03.01@11.02.03.04@14.07.04@18.02.09@42.10.03,889
-0.97,-0.42,-0.92,-0.43,-0.58,0.01,-0.43,0.59,-0.54,0.32,-1.09,0.51,-0.84,0.11,-0.6,0.11,-0.12,0.79,-0.27,-0.89,-0.45,-0.74,-0.47,-0.07,-0.67,-0.89,-0.34,-0.89,-0.2,-0.74,-0.47,-0.97,-1.12,-0.84,-0.64,0.01,-0.49,-0.62,-1.15,-0.32,-0.03,-1.06,-0.64,-1.06,-1.51,-0.6,-1.29,0.08,-0.29,-0.56,-0.2,-0.09,-0.34,0.3,-0.04,0.56,0.25,-0.36,-0.38,-0.29,0.21,0.19,-0.1,0.58,-1.18,-0.45,-1.12,-0.69,-1.0,0.12,0.3,-0.14,-0.4,0.15,0.32,-0.3,-0.58,0.31,0.41,10.03.01.01.11@10.03.04.03,890
-0.25,0.06,-0.2,0.06,0.24,0.07,0.07,-0.1,0.01,-0.25,-0.06,-0.03,0.15,-0.15,0.08,0.15,-0.36,-0.07,0.34,-0.09,-0.1,0.15,-0.36,-0.25,0.04,0.07,0.04,0.1,-0.03,0.15,-0.03,0.01,-0.23,-0.07,0.11,0.11,0.15,-0.09,-0.32,0.18,0.23,-0.27,-0.62,-0.14,-1.15,-0.43,-0.22,-0.27,0.07,-0.79,-0.81,-0.74,-0.42,0.24,-0.56,0.23,-0.07,-0.1,?,0.15,0.25,0.1,0.36,0.21,-0.43,-0.58,-0.09,0.2,-0.2,0.29,0.01,0.49,0.19,0.4,0.36,-0.03,0.04,-0.04,0.5,20.01.01.01@20.03.01.01@20.09.16@34.01.01.01,891
-0.76,-0.86,-0.58,-0.71,-0.23,0.39,0.53,0.58,0.38,0.36,-0.06,-0.3,-0.32,-0.17,0.14,0.21,0.46,0.62,-0.89,-0.6,-0.15,-0.38,-0.32,-0.12,0.1,0.19,0.32,0.28,0.19,0.28,0.06,0.1,-0.04,-0.32,-0.12,-0.07,0.03,0.2,-0.25,-0.36,-0.34,-0.18,-1.09,-0.07,-0.32,-0.71,-0.64,-0.22,0.24,-0.38,-0.94,-1.12,-0.64,0.77,-0.45,0.14,?,-0.29,0.07,0.23,0.24,0.3,0.37,0.65,-0.43,-0.45,-0.42,-0.17,0.21,0.76,?,1.06,-0.17,0.3,0.51,-0.09,0.1,0.39,0.48,10.03.01.01.11@10.03.04.09@20.09.14@42.04.05,892
-0.06,0.34,-0.22,0.14,-0.27,-0.06,0.23,0.1,-0.27,-0.06,0.1,0.08,?,-0.15,-0.03,-0.14,0.31,0.1,0.57,0.03,-0.1,1.01,0.4,-0.14,-0.18,-0.14,-0.27,-0.1,-0.09,-0.15,-0.2,0.06,0.23,0.31,-0.07,-0.15,-0.12,?,?,0.45,-0.3,-0.23,-0.43,0.2,-0.22,-0.45,-0.29,-0.14,-0.27,0.2,0.51,0.24,0.43,-0.4,0.19,-0.06,-0.04,0.08,-0.27,-0.34,-0.03,-0.03,-0.07,1.25,-0.04,-0.71,-1.09,-1.09,-0.25,0.58,0.86,0.89,0.24,-0.06,0.42,-0.07,-0.25,0.29,-0.47,01.04@10.03.01@11@14.07.03@34.11.03.07@40.01,893
-0.2,?,0.25,-0.03,0.12,-0.29,-0.27,-0.49,-0.29,-0.34,0.07,-0.15,-0.12,-0.25,-0.27,-0.42,-0.23,0.12,-0.54,-0.97,-0.94,-0.4,-0.54,-0.18,-0.45,0.2,0.23,0.1,-0.34,0.21,-0.15,-0.2,-0.71,-0.1,-0.2,0.26,-0.04,-0.12,0.34,0.59,0.12,0.21,-0.06,0.31,0.1,0.19,0.3,-0.01,-0.6,-0.47,-0.14,0.23,-0.17,-0.09,0.06,0.7,-0.06,-0.17,-0.42,0.3,0.04,0.03,-0.4,0.18,-0.81,-0.69,-0.6,-0.56,0.41,0.67,-0.1,-0.06,-0.03,0.19,0.07,-0.23,-0.2,-0.43,-0.64,01.01.09.06.01,894
-0.81,-1.0,-0.89,-0.92,-0.23,-0.36,0.1,-0.14,-0.3,-0.34,-0.62,-0.34,-0.18,-0.43,-0.15,-0.32,-0.18,-0.12,-0.42,-0.64,-0.76,-0.81,-0.15,-0.01,-0.01,-0.25,-0.27,-0.36,-0.09,-0.23,-0.58,-0.4,0.06,-0.38,-0.06,0.58,0.51,0.42,0.16,-0.03,-0.22,0.46,0.29,-1.47,-0.42,-0.54,-0.51,-0.79,0.04,-0.67,0.57,0.01,-0.71,-0.23,-0.38,-0.42,0.01,0.19,0.14,-0.04,-0.14,-0.15,0.12,-0.1,-0.4,-0.23,-0.42,-0.58,-0.07,0.23,0.16,0.4,-0.43,-0.04,0.4,-0.34,-0.27,0.38,-0.92,14.07.11@14.13,895
-0.12,0.59,-0.2,?,0.1,-0.42,-0.06,-0.04,-0.17,-0.17,-0.3,-0.29,-0.18,-0.45,-0.29,-0.36,-0.47,-0.09,0.12,-0.36,-0.36,-0.22,-0.42,-0.47,0.11,-0.38,-0.14,-0.04,-0.51,-0.51,-0.81,-0.06,-0.34,-0.38,0.04,2.27,-0.27,-0.32,-0.25,-0.71,-0.56,-0.45,-0.15,-0.4,-0.43,0.15,-0.43,-0.54,-0.4,0.1,0.32,0.3,0.42,-0.42,-0.29,-0.03,-0.79,-0.09,0.12,-0.25,-0.06,-0.3,0.1,0.21,-0.47,-0.81,-0.4,-0.64,-0.14,0.34,0.14,0.41,-0.06,-0.2,-0.1,-0.36,-0.32,-0.89,-1.12,10.01.05.01@14.04@20.09.01,896
-0.71,-0.86,-0.84,-0.62,-0.38,-0.4,-0.25,-0.32,-0.36,-0.34,-0.74,-0.34,-0.47,-0.29,-0.34,-0.17,-0.38,0.04,-0.1,-0.43,-0.84,-0.51,-0.42,-0.22,-0.15,0.19,0.12,-0.14,-0.2,0.06,-0.27,-0.18,0.18,0.11,0.23,0.15,0.01,-0.12,-0.14,-0.23,-0.1,-0.18,-0.07,-1.4,?,-0.14,-0.03,-0.45,-0.54,?,0.58,0.61,0.54,-1.0,0.54,0.24,0.19,0.33,-0.42,0.19,-0.1,-0.27,-0.04,0.36,-0.86,-0.89,-0.4,-0.74,0.11,0.2,?,0.18,-0.4,-0.38,0.2,-0.49,-0.34,-0.36,-0.94,10.01.03.05,897
-0.56,-0.54,-0.23,-0.14,0.07,?,0.21,-0.07,-0.69,-0.62,-0.69,-0.34,0.03,-0.32,?,-0.22,-0.04,-0.69,-0.79,-0.76,-0.29,-1.0,-0.17,-0.25,0.26,0.19,0.03,-0.2,?,-0.07,-0.58,-0.56,-0.62,0.41,0.83,1.11,0.55,-0.97,-0.03,0.93,0.52,0.73,0.03,-0.71,-0.58,-1.09,-0.51,-0.49,-0.25,-0.6,0.19,-0.01,-0.2,-0.14,0.1,-0.18,-0.15,-0.18,-0.32,-0.27,-0.18,-0.38,0.18,0.25,-0.23,-0.71,-0.51,-0.38,0.73,0.31,0.48,0.26,-0.04,-0.14,-0.22,-0.62,-0.4,-0.45,-0.36,30.01.05.05.01@34.11.03.07@40.01.03@42.04@43.01.03.05,898
0.2,-0.43,-0.22,-0.36,-0.15,-0.42,0.15,-0.04,0.06,-0.27,-0.43,-0.42,-0.18,-0.38,-0.36,-0.25,0.04,-0.29,0.14,-0.51,-0.23,-0.27,-0.18,-0.38,-0.42,-0.49,-0.4,-0.49,-0.18,-0.51,-0.42,-0.76,0.15,0.06,0.01,-0.58,-0.51,?,-0.12,-0.07,-0.06,-0.32,-0.32,0.5,-0.1,-0.47,-0.34,-0.22,-0.92,0.1,0.72,0.66,0.51,-1.25,0.37,0.46,-0.81,0.19,0.07,-0.89,-0.09,-0.06,-0.25,-0.18,-0.49,0.32,-0.84,-1.64,0.37,0.48,-0.27,0.14,-0.1,-0.14,0.14,-0.49,-0.18,0.08,-0.18,01.03.16.01@12.07,899
-0.64,-0.58,-0.79,-0.69,-0.97,-0.4,-0.38,-0.45,-0.1,0.04,0.11,-0.45,-0.25,-0.22,-0.18,0.16,-0.32,-0.09,-1.6,-0.12,0.7,0.55,0.82,0.73,0.7,0.82,0.45,0.7,0.25,0.03,-0.38,0.04,-0.15,-0.04,0.01,0.57,0.38,0.34,0.12,-0.18,-0.34,-0.18,-0.14,-0.17,-0.49,-0.6,-0.34,-0.09,-0.2,0.06,0.24,0.58,0.36,-0.92,0.12,0.36,-0.64,-0.32,-0.03,-1.89,-1.18,-0.36,0.21,-0.42,-0.84,-1.36,-0.64,-1.29,-0.3,0.3,-0.45,-0.17,-0.29,0.06,0.12,-0.79,-1.12,0.33,0.28,01.01.06.06.01.03,900
-0.09,0.19,-0.07,-0.07,?,-0.4,-0.15,-0.38,0.07,-0.25,-0.12,-0.09,0.01,-0.3,-0.1,-0.03,-0.51,-0.09,-0.69,-0.54,-0.15,0.14,?,-0.04,-0.25,-0.17,0.21,0.18,-0.22,0.06,-0.42,0.01,-0.27,0.28,0.07,0.03,0.18,0.25,?,0.06,0.01,0.16,-0.29,0.57,-0.04,-0.17,-0.47,-0.29,-0.07,0.53,0.37,0.25,?,-0.86,-0.36,-0.4,?,0.2,-0.04,-0.25,-0.01,0.45,0.11,0.28,-0.49,-0.47,-0.29,-0.67,0.07,0.25,-0.17,0.33,0.14,0.11,-0.07,-0.45,-0.54,0.06,-0.25,01.01.03.05@01.01.13@01.02.07@11.02.03.01@11.02.03.04@18.02.09@20.09.16.09.03,901
-0.12,-0.47,0.15,-0.29,0.15,-0.14,0.29,0.34,0.11,-0.03,-0.14,0.36,-0.12,-0.45,-0.01,0.28,0.3,0.15,-0.36,-0.23,-0.17,-0.18,0.26,-0.07,0.29,0.04,-0.06,0.12,-0.12,-0.42,-0.51,-0.27,-0.36,-0.17,-0.4,1.04,-0.79,-0.12,0.18,0.44,-0.1,-0.76,-0.42,0.58,-0.4,-0.27,-0.62,-0.2,-0.2,-0.14,-0.1,0.03,-0.23,-0.07,-0.04,0.11,-0.04,-0.01,-0.38,-0.56,-0.03,0.11,0.26,0.7,-0.2,-0.92,-0.51,-0.04,0.56,0.04,0.03,0.88,-0.04,0.04,?,-0.1,-0.29,-0.32,-0.4,01.02.07@01.05.25@01.06.10@20.01.25@20.09.18.09.01,902
-0.32,-0.23,0.12,-0.43,0.3,0.21,0.16,-0.09,0.11,-0.18,1.05,-0.32,?,-0.22,0.07,-0.12,0.1,0.14,-0.92,-0.3,-0.58,-0.23,-0.06,-0.51,-0.2,-0.43,-0.36,-0.3,-0.3,-0.18,-0.34,-0.22,-0.27,0.03,-0.51,-0.32,-0.89,-0.36,-0.27,0.62,-0.09,-1.29,-0.47,0.19,-1.22,-0.81,-0.76,-0.25,-0.56,-0.54,-0.32,0.08,-0.22,-0.25,0.19,-0.18,-0.69,-0.22,-0.36,-0.36,0.07,0.11,0.12,-0.01,-0.18,-0.27,-0.22,-0.09,-0.07,0.45,0.43,0.41,-0.14,-0.23,-0.12,-0.27,-0.22,-0.2,-0.3,14.04@20.01.10@20.03@20.09.04,903
0.5,-0.45,-0.14,-0.47,0.07,0.24,0.19,-0.22,-0.14,-0.54,-0.32,-0.45,-0.23,-0.62,-0.17,-0.4,-0.1,0.04,-0.64,-0.74,-0.51,-0.62,-0.42,-0.4,-0.74,-0.69,-0.49,-0.56,-0.84,-0.6,-0.58,-0.6,-0.07,-0.3,-0.25,-0.6,-1.09,-0.51,-1.06,1.16,0.24,-1.89,-1.03,0.33,-0.81,-0.47,-0.86,-0.49,-0.94,-0.97,-0.47,-0.1,-0.2,-0.06,0.3,0.6,-1.22,-1.56,0.23,-0.07,-0.34,0.07,0.2,0.14,-0.22,-0.07,-0.17,-0.03,0.29,0.52,0.21,-0.01,-0.04,-0.09,0.58,-0.36,-0.18,-0.17,-0.03,14.04@14.07.11.01@14.13.04@20.09.13@42.25,904
-0.14,1.21,0.07,-0.03,-0.12,0.03,0.1,-0.03,0.14,-0.14,-0.23,-0.17,0.1,-0.29,-0.09,-0.07,0.1,-0.18,-0.34,-0.17,-0.23,-0.42,-0.29,-0.18,-0.62,-0.56,-0.29,-0.32,-0.25,-0.89,-0.34,-0.18,-0.07,0.07,-0.42,-0.43,-0.54,0.43,-0.34,0.58,0.19,-1.09,-0.89,0.01,-1.6,-0.81,-0.51,-0.47,-0.32,-0.18,0.16,0.45,0.36,-0.74,0.37,-0.14,-0.38,0.08,0.08,-0.1,0.25,0.43,0.57,0.96,-0.47,-0.15,-0.32,-0.74,-0.14,?,0.26,-0.2,-0.29,-0.23,-0.09,-0.29,-0.4,-0.22,-0.14,01.07.01,905
0.06,0.07,?,0.01,-0.06,0.06,0.1,0.06,0.03,0.04,-0.2,-0.07,0.15,0.03,-0.4,-0.29,0.19,0.12,0.14,-0.36,0.08,-0.22,-0.09,-0.01,-0.54,-0.34,-1.15,-0.58,-0.14,-0.3,-0.69,-0.49,-0.06,-0.56,-1.06,-0.51,0.18,0.6,0.3,-0.42,-0.92,-0.36,0.39,-1.25,0.5,0.42,0.36,-0.43,-0.14,-0.47,0.52,0.07,-0.43,0.03,-0.2,-0.51,0.63,0.46,0.04,-0.38,0.3,0.49,-0.45,0.52,-0.3,-0.56,-0.6,-0.49,-0.27,0.62,0.29,0.21,-0.51,-0.6,-0.27,-0.42,-0.74,0.43,-0.25,11.02.03.01@11.02.03.04@18.02.09@34.11.03.07@41.01.01,906
0.24,-0.49,0.1,-0.45,0.01,-0.32,-0.12,-0.49,-0.2,-0.14,-0.43,-0.32,-0.12,-0.54,-0.29,-0.32,-0.62,-0.27,-0.06,-0.25,-0.76,-0.38,-0.3,-0.58,-0.36,-0.17,-0.3,-0.15,-0.17,-0.38,-1.36,-0.38,-2.47,-2.0,-2.74,-3.18,-2.94,-1.56,-0.23,-0.69,-1.56,-2.25,-1.32,-0.49,1.12,1.41,1.57,-0.3,-0.04,-0.09,-0.23,-0.69,-0.17,-0.09,-0.79,-0.51,0.61,0.99,0.14,-0.27,-0.03,0.15,0.1,0.29,-0.45,-1.0,-1.47,-1.69,-0.43,0.5,-0.22,-0.4,-0.17,-0.18,0.38,-0.32,?,0.08,0.01,16.01@34.11.03.07@41.01.01,907
0.07,0.03,0.21,0.15,-0.06,0.11,-0.03,0.19,0.04,-0.09,0.03,0.04,-0.1,-0.12,0.03,0.19,-0.22,-0.01,-0.12,0.07,0.18,0.52,0.07,0.04,0.01,-0.3,-0.43,-0.36,-0.4,-0.25,-0.36,-0.01,-3.06,-2.12,-2.56,-3.18,-3.47,-1.89,-0.36,-0.29,-1.12,-2.12,-1.47,-0.36,0.52,0.75,1.08,-0.4,?,0.19,0.01,-0.09,0.2,-0.04,-0.62,-0.45,0.73,0.9,-0.43,-0.58,0.18,0.28,-0.56,0.15,0.24,0.23,-1.25,-1.79,-0.15,-0.29,0.11,0.4,-0.3,-0.07,?,-0.36,-0.49,?,-0.18,30.05@34.11.03.07,908
-0.4,-0.38,-0.12,-0.14,-0.29,-0.07,-0.22,0.01,-0.09,0.24,-0.14,0.1,-0.18,-0.47,-0.51,-0.34,-0.22,-0.27,0.62,-0.25,0.4,-0.03,0.31,-0.18,0.01,-0.14,-0.22,-0.29,0.07,-0.56,-0.56,0.1,-1.64,-1.0,-1.64,-1.4,-1.6,-0.92,-0.17,-0.36,-1.12,-1.18,-0.79,-0.12,0.42,0.49,0.57,-0.01,0.34,?,-0.34,-0.64,-0.71,-0.1,-0.58,-1.15,0.62,?,0.1,-0.04,-0.07,0.33,-0.54,1.14,-0.51,-0.03,-1.22,-0.81,0.07,0.44,0.81,0.57,-0.43,-0.42,0.08,-0.22,-0.58,0.48,0.4,10.01.05.01@10.03.02@16.07@43.01.03.09,909
-0.3,0.29,0.38,0.06,-0.34,-0.29,-0.01,?,0.19,-0.03,-0.25,-0.42,-0.62,-0.67,-0.03,-0.2,0.4,0.21,-1.32,0.01,-0.43,0.06,-0.64,-0.34,-0.2,-0.23,0.01,0.29,0.44,0.53,0.59,0.58,-0.1,0.3,-0.27,-0.32,-0.32,-0.76,-0.62,0.83,-0.06,-0.89,-0.06,0.18,-0.86,-0.23,-0.76,-0.22,-0.29,-0.42,-0.42,-0.3,0.25,0.39,0.28,0.4,-0.17,-0.45,-0.18,0.61,1.94,2.54,1.4,1.54,-0.86,-2.56,-0.92,-1.79,0.12,0.18,0.67,-0.25,-0.25,-0.3,-0.32,-0.42,-0.6,-0.69,-0.56,01.01.09.01.02@01.05.05.07@01.07,910
-0.89,-0.43,0.04,-0.29,-0.86,-0.09,-0.29,0.07,0.24,-0.36,-0.1,-0.36,-0.42,-0.34,-0.06,0.49,-0.17,-0.03,-0.1,0.31,-0.09,-0.15,-0.76,-0.76,-0.58,-0.34,0.03,0.38,0.21,0.49,0.72,0.68,-0.25,-0.14,-0.58,-0.62,-0.6,-0.36,-0.67,0.2,0.06,-0.64,-0.64,0.03,-0.6,-0.56,-0.86,0.1,-0.49,?,-0.71,-0.81,?,-0.4,-0.86,-0.23,-0.64,-0.89,-0.47,0.58,1.71,1.57,0.8,0.46,-0.36,-1.64,-0.51,-0.34,-0.34,0.53,0.3,-0.6,-0.01,0.44,0.9,1.3,1.92,0.54,0.21,01.01.09.01.02@01.05.05.07@01.07,911
-0.18,-0.1,0.25,0.19,0.29,-0.09,-0.06,-0.23,-0.2,-0.56,-0.22,-0.43,-0.04,-0.22,-0.03,-0.32,-0.62,-0.58,-0.81,-0.23,-0.09,0.08,0.07,-0.14,0.18,-0.06,-0.18,-0.38,-0.54,-0.23,-0.12,-0.4,-0.56,-0.86,-0.36,-0.1,-0.29,-0.56,-0.38,0.14,-0.07,-0.38,-0.45,-1.03,-0.4,-0.25,-0.07,-0.34,?,0.08,-0.03,-0.4,-0.1,-0.15,-0.38,-0.12,0.54,0.12,0.24,0.61,0.9,0.37,0.57,0.33,0.2,-0.64,-0.01,-0.06,-0.09,0.2,0.1,-0.09,0.08,0.25,0.52,0.37,0.24,-0.01,-0.2,01.06.02.01,912
