alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-0.09,0.12,0.39,0.36,0.11,0.03,-0.12,0.08,0.14,-0.17,0.57,-0.07,0.04,0.03,0.03,0.21,-0.2,-0.1,-0.81,-0.74,-0.54,-0.18,-0.17,-0.18,-0.43,-0.18,-0.34,-0.3,-0.18,-0.45,-0.6,-0.27,0.19,-0.03,-0.06,-0.34,-0.2,0.01,0.15,-0.25,-0.06,-0.12,-0.11089,-0.04,0.21,0.1,0.18,-0.32,0.63,0.7,0.23,0.28,0.87,-0.2,-0.51,-0.12,0.61,0.97,-0.07,-0.17,-0.09,-0.09,0.01,0.29,-0.18,-0.32,-0.56,-0.45,-0.18,0.58,0.12,-0.22,0.15,0.19,0.1,-0.45,-0.67,-0.18,-0.2,01.01.03.05.01@01.20.17.01,1698
-0.51,-0.2,0.18,-0.1,-0.1,-0.3,-0.58,-0.34,-0.2,-0.01,-0.049362,-0.09,-0.03,-0.29,0.1,0.15,-0.34,-0.36,-0.45,-0.29,-0.4,-0.27,-0.6,-0.84,-0.4,-0.2,-0.3,-0.43,-0.2,0.1,0.19,0.04,-0.56,-0.2,-0.07,-0.03,-0.64,-0.18,-0.3,0.43,0.1,-0.54,-0.12,0.49,-1.18,-0.079829,-0.22,-0.12,0.69,-0.251584,0.77,0.41,0.54,-0.69,0.01,-0.49,1.58,2.25,-0.25,0.7,0.46,-0.09,0.2,-0.79,-0.14,0.06,0.25,-0.352554,-0.36,0.37,-0.62,-0.86,0.04,0.12,0.33,0.37,-0.1,0.46,0.46,01.04@10.03.01.01.03@14.07.03@30.01.05.01,1699
-0.67,-0.15,-0.32,0.07,0.18,0.01,0.15,-0.23,0.21,-0.098992,-0.049362,-0.17,-0.03,-0.04,0.33,0.26,-0.23,-0.29,-0.03,0.55,0.58,-0.15,-0.42,-0.18,0.04,0.55,0.37,0.39,-0.01,0.39,0.52,0.31,-0.64,-0.64,-0.36,0.1,-0.27,-0.56,-0.4,-0.32,0.12,-0.1,-0.36,0.3,-0.12,-0.3,-0.17,0.04,0.34,0.69,0.45,-0.36,-0.58,-0.14,-0.2,-1.29,0.73,1.29,-0.2,0.08,-0.1,-0.183783,-0.29,-0.22,0.12,-0.38,0.26,0.16,0.29,0.04,-0.86,-0.67,0.18,-0.12,-0.15,-0.04,-0.17,-0.32,-1.4,14.04@20.09.07.05@20.09.13@42.19,1700
-0.12,-0.12,-0.23,0.14,-0.27,-0.07,-0.1,-0.2,0.07,0.2,0.21,-0.1,-0.14,-0.32,-0.27,-0.06,-0.51,-0.22,0.33,0.26,-0.51,-0.42,-0.6,-0.34,-0.14,0.21,0.21,0.2,-0.09,0.28,0.29,0.23,-0.34,-0.49,-0.58,-0.15,0.06,0.1,0.1,0.04,-0.03,0.16,0.07,-0.47,0.34,0.1,0.24,-0.12,0.1,0.76,0.57,0.08,-0.09,-0.74,-0.3,-1.69,0.7,1.87,-0.2,0.28,0.39,0.49,-0.04,-0.17,-0.29,-0.03,0.43,0.06,-0.25,-0.81,-0.67,-0.67,0.12,-0.09,0.07,0.01,-0.03,0.08,-0.43,11.04.02@14.07.11@14.13.01.01@30,1701
0.2,0.12,0.36,-0.06,0.19,-0.29,0.24,-0.03,-0.040729,-0.07,-0.06,-0.17,-0.32,-0.45,-0.01,-0.25,0.18,-0.18,0.9,0.1,-0.189547,-0.38,-0.18,-0.49,-0.38,-0.34,-0.2,-0.62,-0.25,-0.17,0.03,-0.25,-0.22,-0.1,-0.03,-0.2,-0.18,-0.01,0.26,0.2,-0.12,-0.14,-0.17,0.14,0.39,0.32,0.5,-0.25,0.41,0.41,0.11,-0.29,-0.18,0.07,-0.4,-1.15,0.31,0.69,-0.18,0.58,0.41,0.06,-0.17,-0.32,0.23,0.21,0.25,0.32,-0.14,0.31,0.12,-0.36,0.01,0.03,0.58,0.08,-0.03,0.72,0.5,14.04@20.09.07.05,1702
0.01,0.08,0.21,0.26,-0.03,0.25,-0.06,0.18,0.16,-0.32,0.37,0.16,0.1,-0.1,0.04,0.08,-0.109326,-0.14,0.55,0.3,0.32,0.04,-0.01,0.11,0.18,0.14,0.07,0.14,0.3,0.3,0.21,0.31,-0.32,-0.22,-0.03,0.53,-0.27,-0.25,0.11,0.37,0.19,0.06,0.16,0.34,0.37,0.49,0.53,-0.04,0.54,0.57,0.56,0.36,0.3,-0.23,0.03,-0.42,0.82,1.58,0.33,-0.2,-0.18,-0.49,-0.45,-0.64,0.29,0.46,0.26,-0.17,-0.09,0.12,0.07,0.48,0.14,0.11,0.44,-0.01,-0.15,0.53,0.33,14.07.11@14.13.01.01,1703
0.11,-0.170635,-0.09,-0.32,-0.25,-0.23,0.01,-0.15,-0.22,-0.1,-0.2,-0.2,-0.22,-0.56,-0.51,-0.45,-0.79,-0.27,0.65,0.18,-0.74,-0.76,-0.54,-0.94,-0.71,-0.34,-0.2,-0.49,-0.23,0.03,-0.1,-0.29,-0.06,0.25,-0.32,-0.49,-0.4,-0.23,0.16,0.23,-0.1,0.04,0.06,0.59,0.63,0.23,0.58,-0.34,0.48,1.04,0.45,-0.15,-0.79,-0.51,-0.56,-1.56,1.11,2.4,-0.04,0.14,0.2,-0.62,-0.25,-0.51,-0.2,0.29,0.06,-0.29,-0.18,0.38,0.28,-0.120175,0.04,-0.03,0.07,-0.27,-0.09,0.7,-0.01,11.04.03@14.13.01.01@16.01@20.01.10,1704
0.24,-0.23,0.04,0.08,0.18,-0.22,0.31,-0.2,0.12,0.03,-0.01,-0.09,-0.01,-0.42,-0.1,-0.1,0.01,-0.17,0.45,0.32,-0.3,-0.32,-0.45,-0.2,-0.27,0.15,0.16,0.14,-0.09,0.29,0.32,0.38,-0.43,-0.45,-0.34,-0.12,-0.14,-0.34,-0.07,-0.12,-0.1,0.12,0.12,-0.56,0.57,0.33,0.51,-0.14,0.85,0.84,0.77,-0.23,-0.32,0.11,-0.45,-1.29,0.75,1.58,-0.22,-0.14,0.01,0.04,-0.3,-0.3,0.36,0.44,0.12,0.1,-0.67,-0.47,-0.059751,-0.14,0.29,0.2,0.24,0.04,0.1,0.89,0.21,01.04@10.03.01@14.07.11@14.13.01.01@16.19.03,1705
-0.22,0.69,-0.3,-0.1,-0.54,0.04,-0.1,-0.1,0.03,0.16,0.03,-0.2,-0.22,-0.54,-0.32,-0.3,-0.4,-0.2,1.06,0.59,0.24,-0.36,-0.43,-0.12,-0.18,0.23,0.14,-0.03,0.37,0.06,0.19,0.08,-0.51,-0.29,-0.23,-0.07,-0.22,-0.38,-0.23,-0.07,0.06,-0.03,0.25,0.5,0.42,0.03,0.52,0.14,0.68,0.86,0.56,-0.1,-0.54,0.1,-0.43,-1.74,0.75,1.67,-0.23,-0.07,-0.207522,-0.18,-0.3,-0.62,0.42,0.1,0.55,0.33,-0.51,0.11,-0.62,0.03,0.15,0.23,0.32,-0.17,-0.07,1.15,0.31,10.03.02@14.07.11@14.13.01.01@32.01@43.01.03.09,1706
0.04,-0.06,0.16,0.16,0.01,0.23,-0.01407,0.28,0.46,-0.27,0.38,-0.105146,0.04,-0.14,-0.079458,0.14,-0.07,-0.15,0.75,0.16,0.04,-0.01,-0.1,0.03,0.18,0.24,0.12,-0.07,0.14,0.23,-0.03,0.23,-0.34,-0.42,-0.36,-0.04,-0.12,-0.1,0.14,0.21,0.18,0.24,0.29,0.11,0.79,0.48,0.71,0.11,0.38,0.42,0.06,-0.3,-0.34,0.1,-0.29,-1.12,0.96,1.91,0.28,-0.14,0.18,-0.23,-0.49,-0.29,0.56,0.06,0.61,0.14,-0.03,0.01,-0.03,-0.15,0.12,0.38,0.34,0.08,-0.22,0.9,-0.34,14.07.11@14.13.01.01,1707
-0.34,-0.32,-0.25,-0.4,-0.17,-0.34,0.2,-0.25,-0.1,0.21,-0.3,-0.23,-0.36,-0.49,-0.23,-0.18,0.06,-0.3,0.42,0.06,-0.189547,-0.4,-0.15,-0.12,-0.12,0.48,0.44,0.29,0.11,0.32,0.42,0.4,-0.43,-0.38,-0.29,-0.18,-0.04,-0.38,-0.14,-0.18,-0.03,-0.07,0.12,-0.74,0.4,0.29,0.43,-0.29,0.45,0.44,0.34,-0.51,-0.79,-0.01,0.19,-0.86,1.01,1.53,-0.27,-0.06,0.01,-0.12,-0.06,-0.38,0.2,-0.15,0.24,-0.03,-0.36,-0.01,0.16,-0.04,0.01,-0.27,0.144266,-0.17,-0.2,0.31,-0.51,14.07.11@14.13.01.01,1708
-0.1,-0.56,-0.1,-0.110353,-0.04,0.21,-0.14,-0.25,0.03,-0.15,0.19,-0.27,-0.27,-0.71,-0.27,-0.51,-0.1,-0.43,1.01,-0.25,-0.51,-0.43,-0.79,-0.76,-0.58,-0.51,-0.51,-0.74,-0.51,-0.32,-0.32,-0.58,0.2,0.34,0.31,0.03,0.06,-0.09,-0.025903,-0.27,-0.42,-0.14,-0.06,-0.54,-0.32,-0.6,-0.67,-0.09,1.44,1.92,1.87,1.21,0.8,-0.32,-0.18,-1,1.5,2.54,-0.71,-0.74,-0.32,-1.22,-0.64,-1.43,0.46,0.91,0.15,0.01,-0.49,-0.94,-0.47,-0.84,0.26,0.01,0.4,-0.15,0.15,1.41,0.86,14.13.01.01,1709
-0.22,-0.3,-0.1,-0.110353,-0.29,-0.36,-0.04,0.32,-0.07,0.29,-0.3,0.23,-0.2,-0.07,-0.14,0.48,0.01,0.67,0.58,-0.29,-0.3,-0.56,-0.58,-0.2,-0.18,-0.14,0.15,0.06,-0.07,0.21,0.25,0.04,-0.18,-0.14,0.03,0.01,0.08,-0.080071,0.06,0.14,-0.27,0.03,0.3,-0.03,0.55,0.46,0.62,-0.14,0.3,0.67,0.32,-0.23,-0.64,-0.2,-0.43,-1.47,0.69,1.38,-0.04,0.39,0.15,-0.32,-0.14,-0.27,-0.17,-0.06,0.12,0.31,-0.36,0.24,-0.29,-0.03,-0.15,-0.15,-0.49,-0.67,-0.42,0.24,-1,14.13.01.01@16.01@18.02.01.01.03@32.01.07,1710
-0.32,-0.18,-0.18,-0.23,-0.17,-0.102852,-0.38,-0.34,-0.36,-0.098992,-0.17,-0.29,0.23,-0.17,-0.43,-0.43,-0.43,-0.4,0.14,0.03,0.12,-0.32,-0.14,-0.4,-0.25,-0.25,-0.51,-0.09,0.19,-0.07,0.16,-0.23,-0.17,1.03,0.39,-0.04,-0.1,0.11,0.58,0.3,0.23,0.03,-0.38,1.24,0.06,-0.01,-0.15,-0.29,-0.01,0.2,0.38,-0.01,0.49,-0.92,-0.01,-0.64,0.06,0.58,0.62,0.34,0.45,-0.09,-0.12,0.77,-1,-0.67,-0.94,-0.6,-0.14,0.77,0.64,0.03,0.01,0.14,0.31,0.5,-0.222872,0.34,0.19,20.01.03.01@20.09.18,1711
-0.14,-0.22,-0.01,-0.43,-0.64,0.15,-0.09,-0.17,-0.29,-0.58,-0.38,-0.32,-0.18,-0.3,0.1,-0.58,0.18,-0.4,0.84,0.08,-0.07,-0.47,-0.84,-0.92,-0.64,-0.32,-0.32,-0.62,-0.27,0.03,0.33,-0.36,-0.06,0.11,-0.086127,0.1,0.01,-0.2,0.29,-0.2,-0.22,0.07,0.1,0.08,0.03,0.12,-0.03,-0.3,0.95,0.77,0.73,0.34,0.07,0.18,-0.04,-0.64,1.11,0.86,-0.065313,0.7,0.24,0.33,-0.27,0.64,-0.58,-0.38,-0.76,-0.34,-0.01,0.77,1.28,0.65,0.23,0.14,0.62,-0.04,0.5,0.58,1.04,01.04@16.19.03@20.01.13@20.03.25@20.09.03,1712
-0.17,1.14,0.3,0.5,-0.075391,-0.23,-0.03,-0.29,-0.04,-0.15,0.01,-0.23,-0.048787,-0.32,0.2,-0.03,-0.4,-0.2,-0.03,-0.29,-0.2,0.21,-0.6,-0.64,-0.58,-0.76,0.23,-0.01,-0.64,-0.04,-0.18,0.03,-0.06,-0.1,-0.06,0.08,-0.07,-0.14,-0.07,-0.49,-0.15,-0.36,-0.01,-0.29,-0.34,0.23,-0.01,-0.38,-0.1824,0.06,-0.17,-0.06,0.08,-0.04,-0.43,-0.12,0.41,0.87,0.26,0.99,0.79,0.92,0.26,0.03,-0.64,-0.25,-0.62,-0.56,0.54,0.46,0.77,0.31,-0.06,-0.04,0.11,0.2,0.2,0.6,1.54,01.05.02.04@01.05.02.07@02.19@32.01,1713
-0.51,-0.14,-0.06,-0.2,0.16,-0.01,0.16,-0.14,-0.15,-0.45,-0.38,-0.25,0.03,-0.23,-0.04,-0.2,-0.14,-0.42,0.37,-0.22,-0.34,-0.2,-0.42,-0.23,-0.099432,-0.25,-0.1,-0.62,-0.15,-0.29,-0.29,-0.18,-0.67,-0.49,-0.086127,0.07,-0.22,-0.34,-0.45,0.44,-0.92,-0.18,-0.47,-0.18,-0.4,-0.4,-0.09,-0.42,0.3,0.11,-0.2,-0.09,0.07,0.44,-0.54,-0.47,0.8,0.12,0.08,0.58,0.52,0.5,0.63,0.8,-0.04,-0.38,-0.34,-0.74,-0.092018,0.7,0.75,0.2,-0.09,-0.14,0.21,0.01,0.32,0.56,0.28,20.01.07@20.03.02.03.01@20.09.13,1714
-0.06,-0.01,0.19,0.29,0.1,0.37,0.08,0.19,0.07,-0.34,-0.54,-0.25,0.04,-0.3,-0.12,-0.22,0.11,-0.47,-0.6,1.1,-0.32,-0.54,-0.49,-0.42,-0.25,-0.25,0.06,-0.23,0.04,0.03,0.03,-0.07,-0.2,-0.1,0.03,-0.06,-0.38,0.21,-0.07,0.58,-0.29,-0.49,-0.15,-0.29,-0.06,-0.34,-0.27,-0.29,0.99,0.67,-0.06,-0.69,-1.43,0.41,-0.79,-2,1.95,1.7,0.32,0.82,0.86,0.55,0.46,0.5,-0.34,-0.69,-0.38,-0.34,-0.1,0.52,0.68,0.99,-0.06,-0.01,0.32,-0.32,-0.32,0.61,0.68,14.13.04,1715
0.12,-0.06,-0.04,-0.2,-0.32,-0.36,0.06,-0.03,0.08,-0.06,-0.25,-0.17,-0.14,-0.71,-0.22,-0.32,0.08,-0.12,0.01,-0.29,-0.34,-0.4,-0.38,-0.49,-0.71,-0.01,-0.2,-0.17,-0.32,0.11,0.08,-0.15,-0.54,-0.58,-0.67,-0.54,-0.69,-0.54,-0.23,-0.38,-0.01,-0.23,-0.18,1.01,0.23,0.01,0.11,0.04,0.24,0.3,0.21,-0.06,-0.3,-0.14,-0.36,-0.67,0.85,1.43,-0.03,0.81,0.49,0.52,0.48,0.4,-0.29,-0.42,0.25,-0.17,0.65,0.14,0.58,0.51,-0.06,0.25,-0.12,0.01,-0.34,-0.42,-0.47,01.01.13@01.05.25@10.03.01.01.03@10.03.01.01.09@14.07.05@14.10@14.13.01.01@16.01@16.07@16.19.03,1716
0.06,-0.2,0.15,0.15,-0.17,0.1,0.1,-0.04,-0.06,-0.12,-0.1,-0.04,-0.07,-0.14,-0.17,-0.07,0.12,0.1,-0.04,-0.14,-0.12,-0.4,-0.42,-0.23,-0.62,-0.17,-0.09,0.11,0.5,0.07,-0.25,-0.01,-1.69,-0.15,-0.25,-0.51,-0.69,-2.18,-0.43,1.13,-0.3,-0.97,-0.81,-0.009765,-1.18,0.12,-0.92,-0.2,-0.12,0.26,0.21,-0.2,-0.32,-0.17,-0.27,-0.67,0.16,0.57,-0.2,0.34,0.36,-0.07,0.24,-0.09,-0.56,-0.03,-0.43,-0.79,-0.01,0.07,-0.01,-0.17,0.12,0.19,0.5,0.4,0.21,0.62,0.3,14.07.05@14.10@14.13.01.01@16.01@32.01,1717
-0.3,-0.38,0.07,-0.4,0.01,-0.17,0.12,-0.27,-0.040729,-0.15,-0.29,-0.32,-0.29,-0.45,-0.09,-0.27,0.04,-0.36,0.59,0.06,-0.18,-0.18,-0.62,-0.51,-0.45,-0.64,-0.45,-0.64,-0.45,-0.25,-0.07,-0.3,-0.81,-0.71,-0.71,-0.47,-0.38,-0.14,-0.49,0.67,-0.22,-0.43,-0.4,-0.12,-0.4,-0.34,-0.51,-0.43,-0.22,-0.1,0.33,-0.15,-0.22,-0.76,-0.25,-0.56,-0.18,0.36,-0.07,0.74,-0.207522,-0.17,0.61,0.28,-0.86,-0.92,-0.23,-0.47,-0.15,0.08,-0.6,-0.64,0.18,0.39,0.21,-0.1,0.15,1.02,0.73,42.16,1718
0.07,-0.04,0.18,-0.06,-0.06,-0.36,-0.01407,-0.43,-0.01,-0.17,-0.22,0.01,0.03,-0.4,-0.22,-0.38,-0.1,-0.22,-0.04,-0.23,-0.17,-0.15,-0.42,-0.09,-0.62,-0.04,-0.51,0.01,0.25,-0.12,-0.07,0.01,-0.29,-0.32,-0.38,-0.56,-0.151075,0.44,0.04,0.16,-0.27,-0.84,-0.2,-0.81,-0.32,-0.2,-0.15,-0.43,0.1,-0.04,-0.22,-0.4,-0.56,-0.25,-0.58,-0.69,0.78,1.04,-0.29,0.14,0.24,-0.3,-0.06,-0.15,-0.34,-0.38,-0.12,-0.62,0.03,0.15,0.2,0.01,0.06,0.06,0.49,0.16,0.08,0.64,-0.325852,01.06.02.01@14.07.01@42.01,1719
-1.94,-1.18,-1,-0.81,-0.45,0.11,0.82,0.45,0.76,0.46,0.1,-0.25,-0.47,-1.09,-0.76,-0.32,-0.56,-0.47,-0.07,1.04,-0.38,0.79,0.45,0.19,0.03,0.6,0.44,0.4,-0.1,0.2,0.23,-0.03,0.75,-0.36,-0.92,0.3,0.53,-0.14,-0.42,-0.22,-1.56,0.42,0.58,0.54,-0.6,-0.22,-0.49,-0.07,2.58,2.56,2.44,1.63,1.74,0.37,-0.69,-1.22,3.26,1.88,0.54,2.89,2.63,2.13,0.96,0.56,-0.38,-2.18,1.16,0.86,0.18,0.23,-0.58,-1.43,-0.64,-0.49,-0.29,-0.67,-0.38,1.07,-0.06,01.01.03.03@01.01.03.05.02@01.01.05.03@01.02,1720
-0.71,-0.07,0.4,0.32,0.14,0.23,-0.43,-0.12,-0.04,-0.25,0.01,0.04,0.18,-0.06,-0.36,-0.01,-0.38,-0.22,-0.6,-0.81,-0.38,-0.18,-0.1,-0.18,0.24,0.7,0.11,0.14,0.45,-0.027305,-0.09,-0.17,-0.56,-0.18,0.12,-0.09,-0.92,-0.2,-0.45,0.77,0.25,-0.49,-0.54,0.06,0.14,-0.42,0.19,0.03,0.55,-0.251584,0.24,-0.04,-0.43,0.61,-0.09,-0.94,1.09,0.51,0.14,-0.32,0.08,-0.14,-0.51,0.26,-0.03,-0.06,-0.1,-0.09,-0.09,0.64,0.32,0.1,-0.14,0.03,0.144266,-0.12,-0.36,0.15,0.15,01.03.01@01.04@40.01,1721
-1.43,-0.06,0.85,0.99,-0.075391,0.06,-0.71,-0.76,-1.03,-0.04,0.41,1.31,0.29,-0.09,-0.54,-0.6,-0.25,-0.74,-1.09,-0.89,0.33,-0.17,0.23,0.38,0.16,0.28,-0.29,0.21,0.16,-0.47,-1.25,-0.09,-0.49,1.54,0.43,-0.3,-1.51,-0.62,0.83,0.96,1.69,-0.17,-0.29,0.11,-0.09,-0.27,-0.36,-0.2,0.19,0.03,-0.286889,-0.09,-0.43,0.38,-0.18,-0.43,1.04,0.77,-0.34,-0.58,-0.4,-0.1,-0.42,1.12,0.01,-0.42,-0.86,-0.29,-0.4,0.77,-0.15,0.01,-0.03,-0.22,-0.01,-0.45,-0.49,0.24,-0.54,11.02.03.04,1722
-1.12,-0.45,0.29,0.79,0.3,-0.04,-0.56,-0.79,-0.86,-0.71,0.24,0.55,0.5,-0.27,-0.18,-0.25,-0.89,-0.56,-1.51,-1,-0.64,-0.29,0.42,0.44,0.29,0.03,-0.07,-0.1,-0.15,-0.3,-0.43,-0.32,0.1,-0.17,-0.42,-0.25,-0.47,0.42,-0.03,0.55,0.33,-1.32,-0.23,0.06,-1.32,-0.64,-0.89,-0.27,1.23,0.89,0.26,-0.01,0.07,0.5,-0.64,-0.58,1.62,0.66,-0.6,-0.49,-0.69,-0.69,-0.76,1.57,-0.18,-0.07,-0.49,-0.81,-0.56,-0.23,-0.67,-1,0.26,0.14,0.16,-0.29,-0.6,0.39,-1.06,10.01.03@10.01.05.01@32.01.09@40.20,1723
-0.6,-0.86,-0.4,-0.47,0.1,0.58,0.52,0.32,0.28,-0.06,-0.01,-0.25,-0.07,0.1,0.49,-0.078308,0.25,-0.01,-1.36,-0.76,-0.79,-0.2,-0.2,-0.38,-0.43,-0.03,-0.03,0.03,-0.47,0.03,-0.23,-0.17,-0.14,-0.62,-0.43,0.23,0.38,0.23,-0.2,-0.17,-0.3,-0.188172,0.06,-0.45,-0.81,-0.69,-0.74,-0.17,0.77,0.7,0.08,-0.15,-0.79,0.03,-0.03,0.19,0.59,1.1,0.07,-0.97,-0.81,0.04,0.37,0.21,-0.15,-0.92,-0.45,-0.64,0.01,-0.17,-0.42,-0.32,-0.23,0.08,0.72,-0.3,-0.09,0.37,0.2,01.05@14.07.02.02,1724
-1.29,-1.15,0.11,0.42,0.25,0.1,0.03,-0.58,-0.49,-0.29,-0.01,0.18,0.18,-0.6,-0.27,-0.56,-0.3,-0.86,-0.74,-1,-0.79,-0.6,-0.27,0.28,0.07,0.15,0.11,-0.028997,-0.17,-0.01,-0.47,-0.34,0.2,-0.04,0.11,-0.42,-0.54,-0.42,0.53,0.62,-0.4,-1.47,-0.42,-0.009765,-0.94,0.21,-0.38,-0.56,0.78,-0.07,-0.29,-1.03,-0.86,0.59,-0.67,0.38,1.72,0.82,-0.1,-0.79,-0.4,1.04,-0.12,0.14,-0.34,-0.81,-2,-0.3,-0.092018,0.33,-0.32,-0.62,-0.27,-0.36,-0.27,-0.32,-0.38,0.18,0.25,01.03.16@10.01.03@16.03.01@16.03.03@16.17.07,1725
3.2,0.7,-0.15,-0.42,-0.34,-0.14,-0.51,-0.32,-0.22,-0.14,0.65,0.61,0.46,0.38,0.16,0.45,-0.07,0.16,-0.07,-0.49,-0.189547,0.25,0.1,0.21,-0.04,0.06,-0.42,-0.3,-0.34,-0.74,-0.47,-0.36,0.41,0.68,-0.07,-0.23,-0.94,0.06,0.85,0.23,-0.04,-0.25,0.33,1.1,2.37,1.91,2.31,0.31,0.95,1.1,0.85,0.44,0.08,0.06,-0.4,-1.4,1.58,2.25,0.69,-0.89,-0.2,0.03,-0.32,0.24,-0.01,0.21,-0.2,-0.25,-0.51,0.29,-0.4,-0.22,0.08,0.15,0.31,-0.27,-0.51,0.26,-0.36,10.03.01.01.11@10.03.02@10.03.04.07@11.02.03.04@34.11.03.07@41.01.01@42.10,1726
-0.1,-0.76,-0.25,-0.29,0.3,0.3,0.24,-0.22,-0.12,-0.14,0.28,-0.36,-0.2,-0.2,0.11,0.21,0.08,-0.32,-0.71,-0.89,-0.69,-0.76,-0.27,-0.79,-0.6,-0.36,-0.1,-0.34,-0.25,-0.34,-0.51,-0.67,-0.38,-0.066026,0.54,0.66,0.28,-0.2,-0.14,0.3,0.33,0.63,0.1,-0.84,-0.07,-0.14,0.01,-0.76,0.33,0.7,0.36,0.24,-0.54,-0.69,-0.3,-0.56,0.53,0.58,-0.64,-0.3,-0.38,-0.34,-0.29,-0.12,-0.51,-0.38,-0.15,-0.14,-0.29,0.1,-0.1,-0.29,-0.15,-0.1,-0.06,-0.58,-0.09,-0.23,-0.18,01.04@10.03.01.03@10.03.03@14.07.03@32.01.03@40.01@42.29@43.01.03.05,1727
-0.22,-0.89,-0.1,-0.38,0.08,-0.38,0.24,0.25,0.34,-0.2,-0.2,-0.54,-0.18,-0.4,0.1,-0.03,0.44,-0.2,-0.97,-0.76,-0.42,-0.64,-0.14,-0.76,-0.14,-0.07,-0.12,-0.22,-0.32,-0.18,-0.25,-0.32,-0.18,-0.76,-0.47,-0.06,0.34,1.04,0.03,-0.81,-0.38,-0.15,0.64,0.4,-0.47,-0.23,0.03,-0.38,0.4,0.21,0.66,0.24,0.06,0.01,-0.03,-0.45,0.76,0.61,-0.14,-0.29,-0.38,0.06,-0.04,-0.36,-0.1,-0.29,-0.56,-0.04,-0.29,0.24,-0.22,-0.6,-0.03,0.14,-0.04,-0.23,-0.1,-0.22,-0.34,10.03.01.01.11@16.01@30.01,1728
-2.12,-2,-0.45,0.43,0.78,0.86,0.72,0.19,-0.3,-0.76,-0.89,-0.09,0.32,0.45,0.29,0.32,0.16,-0.32,-0.92,-1.32,-1.25,-0.92,0.2,0.77,0.94,1.12,0.82,0.55,0.58,0.42,0.12,-0.3,-1.47,-0.86,0.82,1.2,0.55,-1.18,-0.79,0.8,0.83,1.18,0.49,-1.29,-0.32,0.12,0.45,-0.47,0.53,-0.03,0.96,0.6,0.06,-0.06,0.14,-0.29,1.6,0.82,-0.17,-0.29,-0.14,-0.97,-0.4,0.91,0.23,-0.89,-0.2,-0.3,-0.22,0.43,0.21,0.01,-0.2,-0.04,-0.14,-0.18,-0.36,-0.69,-0.69,10.01.05.03@11.02.03.04@16.03.01,1729
0.39,-0.36,-0.22,0.06,0.66,0.46,0.72,-0.09,-0.49,-0.69,-0.62,-0.09,0.51,0.24,0.46,-0.1,0.08,0.07,-1.32,-1.25,-0.92,-0.94,0.03,0.4,0.58,0.86,0.61,0.67,0.38,0.33,-0.27,0.04,-1,-0.62,0.6,1.01,0.64,-0.69,-0.56,0.57,0.73,0.53,-0.12,-2.12,-0.56,-0.43,-0.25,-0.49,0.74,0.82,1.18,0.68,0.36,-0.32,-0.03,-0.29,0.96,0.6,-0.17,-0.17,-0.42,-0.25,0.1,0.69,0.08,-0.64,0.38,0.16,-0.32,-0.29,0.19,0.34,0.03,0.36,0.63,0.01,-0.222872,0.24,-0.56,01.05@30.01.05.05.01@30.05.01@32.01.05@34.11.09@42.01@42.04.03,1730
-0.18,-0.25,-0.29,-0.43,0.14,-0.12,0.2,-0.1,-0.38,-0.3,-0.51,-0.32,-0.22,-0.23,-0.1,-0.32,0.2,-0.22,0.58,-0.25,-0.32,-0.42,-0.07,-0.14,-0.15,-0.54,-0.45,-0.47,-0.23,-0.45,-0.4,-0.49,0.66,0.52,0.63,0.46,0.26,0.24,-0.32,0.62,0.2,0.23,0.36,0.03,-0.12,0.03,-0.04,-0.69,-0.04,0.01,0.71,0.77,0.55,-0.1,0.45,0.23,0.44,0.77,-0.06,-0.79,-0.3,0.23,-0.23,-0.06,-0.4,0.08,-0.15,-0.06,-0.15,0.4,-0.09,-0.23,-0.1,-0.32,-0.4,-0.42,-0.3,-0.04,-0.69,11.02.03.04@14.07.03@18.02.01,1731
